symbol,company,industry_category_id,industry_category_name,industry_sub_category_id,industry_sub_category_name,industry_type_id,industry_type_name,list_date
SH603192,汇得科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2018-08-28
SH603193,润本股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2023-10-17
SH603194,中力股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2024-12-24
SH603195,公牛集团,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2020-02-06
SH603196,日播时尚,C,制造业,CB,纺织、服装、鞋帽,18.0,纺织服装、服饰业,2017-05-31
SH603197,保隆科技,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2017-05-19
SH603198,迎驾贡酒,C,制造业,CA,食品、饮料、烟草,15.0,酒、饮料和精制茶制造业,2015-05-28
SH603199,九华旅游,N,水利、环境和公共设施管理业,,,78.0,公共设施管理业,2015-03-26
SH603200,上海洗霸,N,水利、环境和公共设施管理业,,,77.0,生态保护和环境治理业,2017-06-01
SH603201,常润股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2022-07-29
SH603202,天有为,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2025-04-24
SH603203,快克智能,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2016-11-08
SH603205,健尔康,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2024-11-07
SH603206,嘉环科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2022-05-06
SH603207,小方制药,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2024-08-26
SH603208,江山欧派,C,制造业,CC,木材、家具,20.0,木材加工和木、竹、藤、棕、草制品业,2017-02-10
SH603209,兴通股份,G,交通运输、仓储和邮政业,,,55.0,水上运输业,2022-03-24
SH603210,泰鸿万立,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2025-04-09
SH603211,晋拓股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2022-07-25
SH603212,赛伍技术,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2020-04-30
SH603213,镇洋发展,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2021-11-11
SH603214,爱婴室,F,批发和零售业,,,52.0,零售业,2018-03-30
SH603215,比依股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2022-02-18
SH603216,梦天家居,C,制造业,CC,木材、家具,20.0,木材加工和木、竹、藤、棕、草制品业,2021-12-15
SH603217,元利科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2019-06-20
SH603218,日月股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2016-12-28
SH603219,富佳股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2021-11-22
SH603220,中贝通信,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2018-11-15
SH603221,爱丽家居,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2020-03-23
SH603222,济民健康,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2015-02-17
SH603223,恒通股份,D,电力、热力、燃气及水生产和供应业,,,45.0,燃气生产和供应业,2015-06-30
SH603225,新凤鸣,C,制造业,CE,石油、化学、生物医药,28.0,化学纤维制造业,2017-04-18
SH603226,菲林格尔,C,制造业,CC,木材、家具,20.0,木材加工和木、竹、藤、棕、草制品业,2017-06-15
SH603227,雪峰科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2015-05-15
SH603228,景旺电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-01-06
SH603229,奥翔药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2017-05-09
SH603230,内蒙新华,R,文化、体育和娱乐业,,,86.0,新闻和出版业,2021-12-24
SH603231,索宝蛋白,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2023-12-15
SH603232,格尔软件,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2017-04-21
SH603233,大参林,F,批发和零售业,,,52.0,零售业,2017-07-31
SH603235,天新药业,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,2022-07-12
SH603236,移远通信,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2019-07-16
SH603237,五芳斋,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,2022-08-31
SH603238,诺邦股份,C,制造业,CB,纺织、服装、鞋帽,17.0,纺织业,2017-02-22
SH603239,浙江仙通,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2016-12-30
SH603248,,,,,,,,2025-12-23
SH603255,鼎际得,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2022-08-18
SH603256,宏和科技,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2019-07-19
SH603257,中国瑞林,M,科学研究和技术服务业,,,74.0,专业技术服务业,2025-04-08
SH603258,电魂网络,I,信息传输、软件和信息技术服务业,,,64.0,互联网和相关服务,2016-10-26
SH603259,药明康德,M,科学研究和技术服务业,,,73.0,研究和试验发展,2018-05-08
SH603260,合盛硅业,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-10-30
SH603261,*ST立航,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,2022-03-15
SH603262,,,,,,,,2025-07-23
SH603266,天龙股份,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2017-01-10
SH603267,鸿远电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2019-05-15
SH603268,*ST松发,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2015-03-19
SH603269,海鸥股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-05-17
SH603270,金帝股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2023-09-01
SH603271,永杰新材,C,制造业,CF,金属、非金属,32.0,有色金属冶炼和压延加工业,2025-03-11
SH603272,联翔股份,C,制造业,CD,造纸、印刷、文教,24.0,文教、工美、体育和娱乐用品制造业,2022-05-20
SH603273,天元智能,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2023-10-23
SH603275,众辰科技,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,2023-08-23
SH603276,恒兴新材,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2023-09-25
SH603277,银都股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-09-11
SH603278,大业股份,C,制造业,CF,金属、非金属,33.0,金属制品业,2017-11-13
SH603279,景津装备,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2019-07-29
SH603280,南方路机,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2022-11-08
SH603281,江瀚新材,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2023-01-31
SH603282,亚光股份,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2023-03-15
SH603283,赛腾股份,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2017-12-25
SH603284,,,,,,,,2026-02-10
SH603285,键邦股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2024-07-05
SH603286,日盈电子,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2017-06-27
SH603288,海天味业,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,2014-02-11
SH603289,泰瑞机器,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2017-10-31
SH603290,斯达半导,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2020-02-04
SH603291,联合水务,D,电力、热力、燃气及水生产和供应业,,,46.0,水的生产和供应业,2023-03-27
SH603296,华勤技术,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2023-08-08
SH603297,永新光学,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,2018-09-10
SH603298,杭叉集团,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2016-12-27
SH603299,苏盐井神,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2015-12-31
SH603300,海南华铁,L,租赁和商务服务业,,,71.0,租赁业,2015-05-29
SH603301,振德医疗,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2018-04-12
SH603303,得邦照明,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2017-03-30
SH603305,旭升集团,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2017-07-10
SH603306,华懋科技,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2014-09-26
SH603307,扬州金泉,C,制造业,CB,纺织、服装、鞋帽,17.0,纺织业,2023-02-16
SH603308,应流股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2014-01-22
SH603309,维力医疗,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2015-03-02
SH603310,巍华新材,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2024-08-14
SH603311,金海高科,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2015-05-18
SH603312,西典新能,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2024-01-11
SH603313,梦百合,C,制造业,CC,木材、家具,21.0,家具制造业,2016-10-13
SH603315,福鞍股份,N,水利、环境和公共设施管理业,,,77.0,生态保护和环境治理业,2015-04-24
SH603316,诚邦股份,E,建筑业,,,48.0,土木工程建筑业,2017-06-19
SH603317,天味食品,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,2019-04-16
SH603318,水发燃气,D,电力、热力、燃气及水生产和供应业,,,45.0,燃气生产和供应业,2015-04-24
SH603319,美湖股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2016-11-30
SH603320,迪贝电气,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-05-02
SH603321,梅轮电梯,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-09-15
SH603322,超讯通信,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2016-07-28
SH603323,苏农银行,J,金融业,,,66.0,货币金融服务,2016-11-29
SH603324,盛剑科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2021-04-07
SH603325,博隆技术,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2024-01-10
SH603326,我乐家居,C,制造业,CC,木材、家具,21.0,家具制造业,2017-06-16
SH603327,福蓉科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2019-05-23
SH603328,依顿电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2014-07-01
SH603329,上海雅仕,L,租赁和商务服务业,,,72.0,商务服务业,2017-12-29
SH603330,天洋新材,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2017-02-13
SH603331,百达精工,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-07-05
SH603332,苏州龙杰,C,制造业,CE,石油、化学、生物医药,28.0,化学纤维制造业,2019-01-17
SH603333,尚纬股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2012-05-07
SH603334,,,,,,,,2025-11-05
SH603335,迪生力,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2017-06-20
SH603336,宏辉果蔬,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2016-11-24
SH603337,杰克科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2017-01-19
SH603338,浙江鼎力,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2015-03-25
SH603339,四方科技,C,制造业,CF,金属、非金属,33.0,金属制品业,2016-05-19
SH603341,龙旗科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2024-03-01
SH603344,星德胜,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2024-03-20
SH603345,安井食品,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2017-02-22
SH603348,文灿股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2018-04-26
SH603350,安乃达,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2024-07-03
SH603351,威尔药业,C,制造业,CE,石油、化学、生物医药,25.0,石油、煤炭及其他燃料加工业,2019-01-30
SH603352,,,,,,,,2026-01-15
SH603353,和顺石油,F,批发和零售业,,,52.0,零售业,2020-04-07
SH603355,莱克电气,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2015-05-13
SH603356,华菱精工,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2018-01-24
SH603357,设计总院,M,科学研究和技术服务业,,,74.0,专业技术服务业,2017-08-01
SH603358,华达科技,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2017-01-25
SH603359,东珠生态,E,建筑业,,,48.0,土木工程建筑业,2017-09-01
SH603360,百傲化学,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-02-06
SH603363,傲农生物,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2017-09-26
SH603365,水星家纺,C,制造业,CB,纺织、服装、鞋帽,17.0,纺织业,2017-11-20
SH603366,日出东方,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2012-05-21
SH603367,辰欣药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2017-09-29
SH603368,柳药集团,F,批发和零售业,,,51.0,批发业,2014-12-04
SH603369,今世缘,C,制造业,CA,食品、饮料、烟草,15.0,酒、饮料和精制茶制造业,2014-07-03
SH603370,,,,,,,,2025-09-05
SH603373,安邦护卫,L,租赁和商务服务业,,,72.0,商务服务业,2023-12-20
SH603375,盛景微,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2024-01-24
SH603376,,,,,,,,2025-11-06
SH603377,ST东时,P,教育,,,83.0,教育,2016-02-05
SH603378,亚士创能,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-09-28
SH603379,三美股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2019-04-02
SH603380,易德龙,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-06-22
SH603381,永臻股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2024-06-26
SH603382,,,,,,,,2025-06-12
SH603383,顶点软件,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2017-05-22
SH603385,惠达卫浴,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2017-04-05
SH603386,骏亚科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-09-12
SH603387,基蛋生物,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2017-07-17
SH603388,*ST元成,E,建筑业,,,48.0,土木工程建筑业,
SH603389,*ST亚振,C,制造业,CC,木材、家具,21.0,家具制造业,2016-12-15
SH603390,通达电气,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2019-11-25
SH603391,力聚热能,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2024-07-31
SH603392,万泰生物,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2020-04-29
SH603393,新天然气,D,电力、热力、燃气及水生产和供应业,,,45.0,燃气生产和供应业,2016-09-12
SH603395,红四方,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2024-11-26
SH603396,金辰股份,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2017-10-18
SH603398,*ST沐邦,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2015-12-09
SH603399,永杉锂业,C,制造业,CF,金属、非金属,32.0,有色金属冶炼和压延加工业,2012-08-24
SH603400,,,,,,,,2025-06-20
SH603402,,,,,,,,2026-01-06
SH603406,,,,,,,,2025-08-08
SH603408,建霖家居,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2020-07-30
SH603409,汇通控股,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2025-03-04
SH603416,信捷电气,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,2016-12-21
SH603418,,,,,,,,2025-09-23
SH603421,鼎信通讯,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,2016-10-11
SH603429,集友股份,C,制造业,CD,造纸、印刷、文教,23.0,印刷和记录媒介复制业,2017-01-24
SH603439,贵州三力,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2020-04-28
SH603444,吉比特,I,信息传输、软件和信息技术服务业,,,64.0,互联网和相关服务,2017-01-04
SH603456,九洲药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2014-10-10
SH603458,勘设股份,M,科学研究和技术服务业,,,74.0,专业技术服务业,2017-08-09
SH603466,风语筑,R,文化、体育和娱乐业,,,88.0,文化艺术业,2017-10-20
SH603477,巨星农牧,A,农、林、牧、渔业,,,3.0,畜牧业,2017-12-18
SH603486,科沃斯,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2018-05-28
SH603488,展鹏科技,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-05-16
SH603489,八方股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2019-11-11
SH603496,恒为科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-06-07
SH603499,翔港科技,C,制造业,CD,造纸、印刷、文教,23.0,印刷和记录媒介复制业,2017-10-16
SH603500,祥和实业,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,2017-09-04
SH603501,豪威集团,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-05-04
SH603505,金石资源,B,采矿业,,,10.0,非金属矿采选业,2017-05-03
SH603506,南都物业,K,房地产业,,,70.0,房地产业,2018-02-01
SH603507,振江股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2017-11-06
SH603508,思维列控,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,2015-12-24
SH603511,爱慕股份,C,制造业,CB,纺织、服装、鞋帽,18.0,纺织服装、服饰业,2021-05-31
SH603515,欧普照明,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2016-08-19
SH603516,淳中科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2018-02-02
SH603517,ST绝味,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2017-03-17
SH603518,锦泓集团,C,制造业,CB,纺织、服装、鞋帽,18.0,纺织服装、服饰业,2014-12-03
SH603519,立霸股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2015-03-19
SH603520,司太立,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2016-03-09
SH603527,众源新材,C,制造业,CF,金属、非金属,32.0,有色金属冶炼和压延加工业,2017-09-07
SH603528,多伦科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2016-05-03
SH603529,爱玛科技,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,2021-06-15
SH603530,神马电力,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2019-08-05
SH603533,掌阅科技,I,信息传输、软件和信息技术服务业,,,64.0,互联网和相关服务,2017-09-21
SH603535,嘉诚国际,G,交通运输、仓储和邮政业,,,59.0,装卸搬运和仓储业,2017-08-08
SH603536,惠发食品,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2017-06-13
SH603538,美诺华,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2017-04-07
SH603551,奥普科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2020-01-15
SH603556,海兴电力,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,2016-11-10
SH603557,ST起步,C,制造业,CB,纺织、服装、鞋帽,19.0,皮革、毛皮、羽毛及其制品和制鞋业,2017-08-18
SH603558,健盛集团,C,制造业,CB,纺织、服装、鞋帽,18.0,纺织服装、服饰业,2015-01-27
SH603559,ST通脉,I,信息传输、软件和信息技术服务业,,,63.0,电信、广播电视和卫星传输服务,2016-12-02
SH603565,中谷物流,G,交通运输、仓储和邮政业,,,55.0,水上运输业,2020-09-25
SH603566,普莱柯,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2015-05-18
SH603567,珍宝岛,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2015-04-24
SH603568,伟明环保,N,水利、环境和公共设施管理业,,,77.0,生态保护和环境治理业,2015-05-28
SH603569,长久物流,G,交通运输、仓储和邮政业,,,54.0,道路运输业,2016-08-10
SH603577,汇金通,C,制造业,CF,金属、非金属,33.0,金属制品业,2016-12-22
SH603578,三星新材,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2017-03-06
SH603579,荣泰健康,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2017-01-11
SH603580,*ST艾艾,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2017-05-25
SH603583,捷昌驱动,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2018-09-21
SH603585,苏利股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2016-12-14
SH603586,金麒麟,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2017-04-06
SH603587,地素时尚,C,制造业,CB,纺织、服装、鞋帽,18.0,纺织服装、服饰业,2018-06-22
SH603588,高能环境,N,水利、环境和公共设施管理业,,,77.0,生态保护和环境治理业,2014-12-29
SH603589,口子窖,C,制造业,CA,食品、饮料、烟草,15.0,酒、饮料和精制茶制造业,2015-06-29
SH603590,康辰药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2018-08-27
SH603595,东尼电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-07-12
SH603596,伯特利,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2018-04-27
SH603598,引力传媒,L,租赁和商务服务业,,,72.0,商务服务业,2015-05-27
SH603599,广信股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2015-05-13
SH603600,永艺股份,C,制造业,CC,木材、家具,21.0,家具制造业,2015-01-23
SH603601,再升科技,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2015-01-22
SH603602,纵横通信,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2017-08-10
SH603605,珀莱雅,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-11-15
SH603606,东方电缆,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2014-10-15
SH603607,京华激光,C,制造业,CD,造纸、印刷、文教,22.0,造纸和纸制品业,2017-10-25
SH603608,天创时尚,C,制造业,CB,纺织、服装、鞋帽,19.0,皮革、毛皮、羽毛及其制品和制鞋业,2016-02-18
SH603609,禾丰股份,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2014-08-08
SH603610,麒盛科技,C,制造业,CC,木材、家具,21.0,家具制造业,2019-10-29
SH603611,诺力股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2015-01-28
SH603612,索通发展,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2017-07-18
SH603613,国联股份,I,信息传输、软件和信息技术服务业,,,64.0,互联网和相关服务,2019-07-30
SH603615,茶花股份,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2017-02-13
SH603616,韩建河山,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2015-06-11
SH603617,君禾股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2017-07-03
SH603618,杭电股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2015-02-17
SH603619,中曼石油,B,采矿业,,,7.0,石油和天然气开采业,2017-11-17
SH603626,科森科技,C,制造业,CF,金属、非金属,33.0,金属制品业,2017-02-09
SH603628,清源股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2017-01-12
SH603629,利通电子,C,制造业,CF,金属、非金属,33.0,金属制品业,2018-12-24
SH603630,拉芳家化,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-03-13
SH603633,徕木股份,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2016-11-17
SH603636,南威软件,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2014-12-30
SH603637,镇海股份,E,建筑业,,,48.0,土木工程建筑业,2017-02-08
SH603638,艾迪精密,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2017-01-20
SH603639,海利尔,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-01-12
SH603648,畅联股份,L,租赁和商务服务业,,,72.0,商务服务业,2017-09-13
SH603650,彤程新材,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2018-06-27
SH603655,朗博科技,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2017-12-29
SH603656,泰禾智能,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,2017-03-21
SH603657,春光科技,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2018-07-30
SH603658,安图生物,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2016-09-01
SH603659,璞泰来,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2017-11-03
SH603660,苏州科达,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2016-12-01
SH603661,恒林股份,C,制造业,CC,木材、家具,21.0,家具制造业,2017-11-21
SH603662,柯力传感,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2019-08-06
SH603663,三祥新材,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,2016-08-01
SH603665,康隆达,C,制造业,CB,纺织、服装、鞋帽,17.0,纺织业,2017-03-13
SH603666,亿嘉和,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2018-06-12
SH603667,五洲新春,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2016-10-25
SH603668,天马科技,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,2017-01-17
SH603669,灵康药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2015-05-28
SH603676,卫信康,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,2017-07-21
SH603677,奇精机械,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2017-02-06
SH603678,火炬电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2015-01-26
SH603679,华体科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2017-06-21
SH603680,今创集团,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,2018-02-27
SH603681,永冠新材,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2019-03-26
SH603682,锦和商管,L,租赁和商务服务业,,,72.0,商务服务业,2020-04-21
SH603683,晶华新材,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2017-10-20
