Date,Close,High,Low,Open,Volume
2014-01-02,94.3076171875,94.77240165432396,94.05329976986245,94.75486552131962,374600
2014-01-03,94.16728973388672,94.64961696478774,94.08836710917167,94.40407098928397,647200
2014-01-06,93.57097625732422,94.47424437324841,93.39558815769209,94.45670154890892,264000
2014-01-07,94.11470031738281,94.35147494672638,93.79022493804813,94.08839276863662,252600
2014-01-08,94.00944519042969,94.16729714290551,93.63235478677223,94.10591064419972,175000
2014-01-09,93.73757934570312,94.31637199233704,93.26402355044601,94.31637199233704,227000
2014-01-10,94.10590362548828,94.14098257793623,93.54465376757321,93.95682309555404,151300
2014-01-13,92.2380142211914,94.06207999335595,91.98369677972956,94.05330858071865,240500
2014-01-14,93.04479217529297,93.13248621276945,92.1239947458507,92.46600617544728,146700
2014-01-15,93.24652099609375,93.50960318332606,93.07989759407361,93.20267061957432,167800
2014-01-16,92.86939239501953,93.03600903803651,92.6063036251238,93.03600903803651,121300
2014-01-17,92.42217254638672,92.89572846325844,92.24678443967603,92.711568944024,164100
2014-01-21,92.220458984375,92.90448183459414,91.75566787965775,92.85186006029767,155600
2014-01-22,92.5537109375,92.62386885186115,92.08892646345464,92.24677842545371,133800
2014-01-23,91.84339904785156,92.29941220226658,91.43122958081834,92.29941220226658,177400
2014-01-24,89.9666976928711,91.32597891870557,89.94916155868796,91.22074204172488,331300
2014-01-27,89.52821350097656,90.36132365578611,88.73896040464626,90.11577765331653,623100
2014-01-28,90.2473373413086,90.42272546115073,89.83516789998887,89.940398095643,122900
2014-01-29,88.84422302246094,89.70364103553327,88.67760628316316,89.64225451250161,482400
2014-01-30,90.3437728881836,90.5980902799861,89.51944090818276,89.60713494554972,204400
2014-01-31,89.3265151977539,89.94915159702262,88.66879984337655,88.81788038461838,128600
2014-02-03,86.88858032226562,89.35281825184867,86.64303433946925,89.25635280280349,471100
2014-02-04,87.86201477050781,88.01986674262749,87.16922037568412,87.30952952277528,364500
2014-02-05,87.89707946777344,88.04616000318907,86.64303530681133,87.5112176672847,250300
2014-02-06,89.7123794555664,89.80007350041204,88.26540429841984,88.26540429841984,99500
2014-02-07,90.79977416992188,90.92254713545792,89.96666425735599,90.28236808034151,160300
2014-02-10,90.81732940673828,91.09795434281423,90.44023902164,91.09795434281423,120600
2014-02-11,91.562744140625,91.7819825778655,90.94010109111096,91.08918831331037,117300
2014-02-12,91.62413024902344,92.00122062711186,91.4224279437373,91.70305287459664,94100
2014-02-13,92.115234375,92.19415701099992,91.02781346058582,91.07165713926565,47700
2014-02-14,92.52741241455078,92.7466509003369,91.86969695719242,91.86969695719242,44400
2014-02-18,92.69402313232422,92.86064651176986,92.3081679718677,92.68525841071028,110400
2014-02-19,91.9398422241211,92.86941789318443,91.91353467803361,92.51863500055453,78000
2014-02-20,92.63262176513672,92.71155108138848,92.07137190304508,92.15030121929684,45400
2014-02-21,92.79046630859375,93.07986262739905,92.6501571995711,92.83431666864021,72200
2014-02-24,93.32543182373047,93.85160282217417,92.93080524755452,92.93080524755452,106100
2014-02-25,93.85157775878906,94.09713040373921,93.39556479941828,93.48325882730204,327100
2014-02-26,94.52685546875,95.05302643602889,94.09714995937871,94.16730118188954,119300
2014-02-27,94.86888122558594,94.95657528490717,94.24624470658891,94.31640263029705,77500
2014-02-28,95.20211029052734,95.56166458987771,94.50931592813748,95.02672219221752,166000
2014-03-03,94.36023712158203,94.56193945993508,93.63236378793599,94.31639344150682,180100
2014-03-04,95.64935302734375,95.82474111536368,95.39503561627619,95.39503561627619,123600
2014-03-05,95.8861312866211,95.96506061269088,95.67566423481328,95.71074319188574,61500
2014-03-06,96.19307708740234,96.35969378164312,95.80721522376126,96.10537634339126,74900
2014-03-07,96.0527572631836,96.78063058825262,95.87736916369504,96.58769966443894,119200
2014-03-10,95.78091430664062,96.08784686004269,95.35997345438359,96.08784686004269,123000
2014-03-11,95.26351165771484,96.13170094450292,95.00042946920207,95.8949196151505,82100
2014-03-12,95.21965026855469,95.21965026855469,94.2900746415424,94.73732297667911,88000
2014-03-13,93.86038970947266,95.58799023654188,93.62361506285495,95.57045409964101,130100
2014-03-14,93.96559143066406,94.41283969645362,93.5972724779554,93.5972724779554,92100
2014-03-17,94.61457061767578,94.82503771340451,94.36902455755421,94.51810513825255,86000
2014-03-18,95.10562896728516,95.18455828179948,94.63207984270305,95.02670634339678,78400
2014-03-19,94.50932312011719,95.17580998754167,93.98315209452,95.14073102708484,53900
2014-03-20,94.67594146728516,94.79871447703148,93.94806813048392,94.30762243804618,65700
2014-03-21,94.13220977783203,95.34241020223322,94.07082328461065,95.22840193580357,72000
2014-03-24,93.10617065429688,94.36898609523556,92.58877119429461,94.15851908528764,1781800
2014-03-25,92.42217254638672,93.64990936524369,92.05385350791785,93.2289685422597,512900
2014-03-26,91.6679916381836,92.97465109778352,91.6679916381836,92.79049157856157,287900
2014-03-27,91.28211975097656,91.75567561581485,90.60686825464566,91.51890102870904,306600
2014-03-28,92.08892059326172,92.58001258123119,90.63317407088572,91.57151437111399,162300
2014-03-31,92.78173065185547,93.01850527464671,92.20293783294494,92.27309575474519,235100
2014-04-01,94.08838653564453,94.14977304219498,93.01850168665614,93.15004611230064,212600
2014-04-02,94.76362609863281,94.86886296393759,94.20237619826045,94.21991902112454,214900
2014-04-03,94.18484497070312,94.93025440620615,93.77267559007888,94.886404037389,117500
2014-04-04,92.4835433959961,94.64962026937144,92.36954181499655,94.61454131584244,137600
2014-04-07,90.55426788330078,92.19416750831587,90.01932543185791,91.93108533440105,183000
2014-04-08,91.41368103027344,91.50137509017516,90.22102308185204,90.51919091427133,159800
2014-04-09,92.4835433959961,92.50985093848628,91.38735118806333,91.78198439729489,109300
2014-04-10,90.15963745117188,92.54495337130479,90.07194339041392,92.51864582214019,99100
2014-04-11,88.96694946289062,90.15960702041009,88.7214034993941,89.52819929106147,158100
2014-04-14,89.5457763671875,90.04563989570579,88.87928943228704,89.53700495352837,111000
2014-04-15,89.61591339111328,90.10700539141877,88.18647437638214,89.72114356796348,132700
2014-04-16,90.84363555908203,90.85240696993883,90.01930358544931,90.3437721902631,106300
2014-04-17,90.96643829345703,91.24706329635988,90.65073432886284,90.79104348500036,93000
2014-04-21,91.17688751220703,91.32596805222073,90.66825270326162,90.99272801737366,168300
2014-04-22,92.16786193847656,92.45725835756006,91.51891786680304,91.51891786680304,85900
2014-04-23,91.59782409667969,92.29061841942674,91.54520900832287,92.1152303311529,55100
2014-04-24,92.01880645751953,92.34328192714176,91.22077490681204,92.15911565341716,94500
2014-04-25,90.51918029785156,91.56275755298272,90.37886446596325,91.56275755298272,94300
2014-04-28,90.15086364746094,91.10674018750282,89.05467127183825,90.76472870155872,156400
2014-04-29,90.72085571289062,90.79978502338398,89.92283134151698,90.34376536206278,125200
2014-04-30,91.20319366455078,91.24704403006315,90.23854583891638,90.68579414276218,77800
2014-05-01,91.562744140625,91.9047555674701,91.15057480811267,91.29965533968594,97000
2014-05-02,91.90476989746094,92.36955438638083,91.62414492166249,91.63290964326791,67300
2014-05-05,91.91352844238281,91.99245776591769,90.99273093865416,91.42243644039421,67500
2014-05-06,90.6945571899414,91.68551923097465,90.65947823630404,91.68551923097465,142900
2014-05-07,90.44901275634766,91.04534159715757,89.87899145856038,91.04534159715757,70100
2014-05-08,90.47532653808594,91.49259620928296,89.94915556947193,90.10700752911882,104500
2014-05-09,90.98397064208984,91.036585737123,90.01932265292572,90.43149207235898,59500
2014-05-12,92.2380142211914,92.28186459375043,91.18567218604976,91.18567218604976,79600
2014-05-13,91.92230224609375,92.40462953961742,91.81706537551761,92.35200775901589,51600
2014-05-14,90.92257690429688,91.85214585931158,90.79103248654665,91.69429389613673,69500
2014-05-15,90.3086929321289,90.72962695188042,89.3352738118433,90.72962695188042,91100
2014-05-16,90.87872314453125,90.93134492404445,89.9403828125049,90.32624463934343,56300
2014-05-19,91.31719970703125,91.3698214863409,90.44024587897347,90.50163237931244,118300
2014-05-20,90.38764190673828,91.168130374449,90.1508672879184,91.15935896171419,70500
2014-05-21,91.37858581542969,91.46628655036069,90.64194781452157,90.68579818198707,118200
2014-05-22,91.96615600585938,92.1064651478409,91.42244219044153,91.42244219044153,62800
2014-05-23,92.71155548095703,92.76417056720427,91.94860327723978,92.01876118598707,95000
2014-05-27,93.21143341064453,93.36928538463334,92.84311436821314,92.84311436821314,87000
2014-05-28,92.98340606689453,93.24649487104485,92.63262322490286,93.0798715157079,95100
2014-05-29,93.33418273925781,93.3692616902008,92.93955624974438,93.24648870721325,66700
2014-05-30,93.37803649902344,93.44818771283673,93.00094612594467,93.39557262982025,68900
2014-06-02,93.63236999511719,93.72883546455574,93.10619896494268,93.37805923819116,94800
2014-06-03,93.48328399658203,93.61482841913718,93.20265901742377,93.47451258424442,133700
2014-06-04,93.94805145263672,94.07082444058813,93.05356158461554,93.45695950083105,74900
2014-06-05,94.50932312011719,94.6847179224013,93.61483304566472,93.93930841191965,64900
2014-06-06,95.06179809570312,95.15826355386226,94.7110152197269,94.72855135274364,64400
2014-06-09,95.21088409423828,95.60551067066159,95.00918175455102,95.08811108421203,53300
2014-06-10,94.98287200927734,95.11441642858217,94.85133428059962,95.02672237925465,92400
2014-06-11,94.7285385131836,94.90393327271202,94.47422782046279,94.71100238254373,81600
2014-06-12,93.52713775634766,94.62333016631275,93.32543540903798,94.62333016631275,89900
2014-06-13,93.59727478027344,93.72881248760079,93.07109718845999,93.59727478027344,54700
2014-06-16,93.93928527832031,93.93928527832031,93.33418506805107,93.37803543048035,111700
2014-06-17,94.32516479492188,94.4567092256505,93.69375687992661,94.01823225030687,122300
2014-06-18,94.98287200927734,95.07933747072575,94.09715341325418,94.27254151190921,98500
2014-06-19,94.82501220703125,95.33364701797058,94.57946621295753,95.14071611101934,73200
2014-06-20,94.5794677734375,95.11441013676416,94.46546618591563,95.11441013676416,37800
2014-06-23,94.75486755371094,94.78993982047189,94.39531325845469,94.57947276677118,77800
2014-06-24,94.50054168701172,95.33364510600015,94.37776869243713,94.50054168701172,48200
2014-06-25,95.30732727050781,95.40379271163123,94.26375023869575,94.26375023869575,46000
2014-06-26,95.36873626708984,95.39504381349074,94.66717047347184,95.26349939085897,52300
2014-06-27,95.71949768066406,95.76334135128289,95.11439748674259,95.11439748674259,47500
2014-06-30,95.74584197998047,95.93000152478409,95.50906733398392,95.60552612262819,69000
2014-07-01,96.74555969238281,96.98233431548634,96.04399385471037,96.04399385471037,92300
2014-07-02,96.7630844116211,97.09633115598216,96.71924073358146,96.72801214544013,63000
2014-07-03,97.50850677490234,97.59620082722017,97.08756595689849,97.22788179310888,39300
2014-07-07,96.85079193115234,97.34188397959821,96.71047609409503,97.34188397959821,85500
2014-07-08,95.79843139648438,96.63154152223312,95.56165681396988,96.55261220097726,118800
2014-07-09,96.81571197509766,96.8420195216182,96.02645212634471,96.05275967286525,50300
2014-07-10,95.93873596191406,96.28074736910712,95.27224927762404,95.43887262135298,68600
2014-07-11,96.08782958984375,96.18429504509317,95.78089709160773,96.06152204579875,35700
2014-07-14,96.37722778320312,96.66662415443923,96.3070698706683,96.56138728563698,46100
2014-07-15,95.9475326538086,96.42985330073607,95.61428587854242,96.42985330073607,49300
2014-07-16,96.1141357421875,96.83323759505383,96.0352131111953,96.63154196654493,40900
2014-07-17,95.21965026855469,96.27199220821261,95.07056972038474,95.76335737143964,50000
2014-07-18,96.14922332763672,96.16676615207179,95.43012141022379,95.5353582849527,41100
2014-07-21,95.62306213378906,95.96507364842013,95.4301311889966,95.76337129051132,73100
2014-07-22,96.12290954589844,96.3246051794271,95.85105600043516,95.9738290010074,44300
2014-07-23,96.06156158447266,96.21941360434073,95.84232303969084,96.21941360434073,38400
2014-07-24,96.35965728759766,96.5876670925436,96.22811960265277,96.22811960265277,140300
2014-07-25,95.27227020263672,95.6932110142795,95.18457615164408,95.67566818970464,49100
2014-07-28,95.37750244140625,95.561661946726,94.84256005854209,95.35995961768424,41700
2014-07-29,95.16699981689453,96.02641727150993,95.16699981689453,95.48270364180428,58700
2014-07-30,95.60551452636719,95.67567244653368,95.10565105377913,95.44766255130635,103100
2014-07-31,93.91299438476562,95.03550105002515,93.82530032874018,94.86010624734665,66600
2014-08-01,93.60607147216797,94.26378699595622,93.11497935540713,93.83408139379048,69000
2014-08-04,94.56194305419922,94.79871766936127,93.77268318594663,93.86914865265682,176500
2014-08-05,93.91299438476562,94.57070984089785,93.5797542956179,94.16731183067873,1437200
2014-08-06,93.76390838623047,94.32515834101834,93.30789530695053,93.33420285317071,107600
2014-08-07,93.24652099609375,94.38655718868995,93.02728249475277,94.27255557661876,123200
2014-08-08,94.59700775146484,94.61454388339209,93.3254207413801,93.3254207413801,66000
2014-08-11,95.0267333984375,95.33366595198889,94.85134527944467,94.93903933894109,211000
2014-08-12,94.6934585571289,95.21962941170572,94.4128336553129,94.9126969707547,93200
2014-08-13,94.9565658569336,95.19334715328222,94.76363493120573,94.92148689856242,27000
