symbol,REPORT_DATE,quarterly_financial_score_x,industry_type_name,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,NETPROFIT,NETPROFIT_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,BASIC_EPS,roe,roa,gross_margin,profit_margin,debt_to_asset,current_ratio,quick_ratio,debt_to_equity,asset_turnover,inventory_turnover,receivables_turnover,dt_pred,rf_pred,svr_pred,latest_financial_score,quarterly_financial_score_y
SZ000960,2025-09-30,,有色金属冶炼和压延加工业,94451349395.42,32.7771948874,4828438309.2,131.71367795199998,5217186480.1,175.2955455272,2.7161,0.2145430765619003,0.131668472669097,0.1168653829170729,0.0511209034080156,0.1337849978709383,1.4581543246783917,0.613913196553111,0.2124557842298379,2.575628830699651,11.100535336473548,131.91824688889213,3.0,3.61,1.9096818249053145,2.8398939416351046,
SZ001317,2025-09-30,,多式联运和运输代理业,3131644322.08,148.8549288949,-11049965.23,-551.0402290123,-22908490.56,-769.2172335553,-0.18,-0.0170069463739688,-0.0060020228962673,0.0622076159436292,-0.0035284866650056,0.2937951075775192,1.676494457510057,1.6645291042313617,0.5992630255577923,1.7010190107258518,409.92193166083234,6.181954846597023,3.0,2.1,2.745144901002356,2.6150483003341187,
SZ001914,2025-09-30,,房地产业,39673423607.78999,62.7092353984,2050163324.9700005,31.7226886175,1937587216.5,52.9798204052,1.8871,0.1880681419257723,0.1068035080492587,0.115999633653405,0.0516759870596961,0.0253022353044217,1.3412264417315398,1.1784224385680562,0.0444443313915651,2.066791833620502,30.8685373243538,12.650115965793407,3.0,3.43,2.191133742043926,2.873711247347975,
SZ002146,2025-09-30,,房地产业,70397244099.41,-109.8099150265,-6755067929.690001,-3183.7799776605,-7993612134.370001,-8399.2875174282,-1.91,-0.6197439151805738,-0.0442933141235721,0.0900720349017632,-0.0959564257963134,0.09891822292108,1.1150620276664065,0.2649571430508885,0.9494019961136646,0.4615982072695528,0.6226486697307547,17.00038143671528,3.0,2.39,2.918170428871671,2.769390142957224,
SZ002284,2025-09-30,5.0,汽车制造业,10838033270.59,95.7746856311,787696350.74,328.6237141451,708370772.49,422.0994213926001,1.0629,0.2574282145274886,0.1049488177950591,0.1917682520204015,0.0726789013351238,0.3485439952080078,1.298260819249282,1.1036421147500493,0.8672647526284277,1.4440066631048551,10.508390463676063,11.330944852166043,5.0,4.63,3.5629033041024574,4.3976344347008185,5.0
SZ002365,2025-09-30,,医药制造业,1734395131.5300002,-56.3373942783,77004033.66,-235.8616325538,38288364.18,176.44805602510002,0.3267,0.0480981990882947,0.033692174405774,0.1844745267981433,0.044398206763917,0.0125407695315983,4.921881235687526,4.564297259335867,0.014079092335649,0.7588634060138684,16.454991525475272,12.456767190235077,3.0,3.45,2.223559393811559,2.891186464603853,
SZ002392,2025-09-30,,非金属矿物制品业,15560272468.19,49.0453621189,1016543324.24,59.2496549056,697622711.37,-74.1725291958,0.8400000000000001,0.1800851421580746,0.1053253216955575,0.1551283303164923,0.0653294038596128,0.246282655528252,2.0220268382530717,1.5985172392855485,0.4286400942470752,1.61221923778598,8.329194940687268,5.664220322971363,1.0,1.37,2.766242900825315,1.7120809669417716,
SZ002466,2025-09-30,,有色金属冶炼和压延加工业,24878890208.289997,-121.0930793735,6213787916.219999,354.6299261974,-5619878409.64,130.5320569881,-3.26,-0.1265247234880579,0.0871286941355959,0.4374488315645826,0.249761458979769,0.2092139933263168,2.84394023064806,2.3253117718777014,0.3010358130995759,0.3488476344248671,5.674596445884408,46.093319097745166,3.0,3.82,2.6722258547098345,3.1640752849032783,
SZ002516,2025-09-30,5.0,纺织业,4813617362.78,56.830883399300006,371039802.82,50.5093458333,331436662.16,72.75426322050001,0.2559,0.1011289163027743,0.0813594711866048,0.2363191079863964,0.0770812831300147,0.0,3.364195135285002,2.9080317116981904,0.0,1.055502294238849,10.170829641414278,5.099477215800113,5.0,4.6,2.9650242114949865,4.188341403831662,5.0
SZ002728,2025-09-30,,医药制造业,1933724011.82,148.81665878159998,140801933.64,2446.4172909542,135010088.25,8760.1522767076,0.28,0.0789277597508603,0.0609336717624452,0.5469792295150215,0.0728138724964576,0.1250245007604582,1.7561806974333083,1.2195641597862392,0.1539878804999902,0.8368415203491572,3.343707196581992,22.545405891154967,5.0,4.01,3.105489188708327,4.038496396236109,
SZ002821,2025-09-30,5.0,医药制造业,13499687741.48,4.991954971699995,2430380439.74,-14.370446640700008,2262664783.8099995,-11.247843244499991,6.76,0.1435646758815859,0.1243297014784788,0.4305599077347823,0.1800323449165611,0.0,6.4169924271388465,5.647066502875567,0.0,0.690596467740846,5.715507238656787,8.089142142565299,5.0,3.6,2.833670198896975,3.811223399632325,5.0
SZ002928,2025-09-30,,航空运输业,16271369201.19,67.25856265959999,1259208141.87,1337.398251921,1159262190.4099998,2341.5176517769,0.9887,0.3427418077510397,0.0567361610491459,0.050305013240689,0.0773879644853678,0.2468600111042244,0.80412936302162,0.7697220624938464,1.465738193113182,0.7331393379635072,59.94835111306598,14.275765107156262,5.0,4.36,3.606535772766141,4.3221785909220465,
SZ300016,2025-09-30,,医药制造业,2469291581.65,91.3842323825,98709159.17,750.2816176473,101720142.92,379.0420365877,0.2263,0.0583072504682774,0.0318451868133313,0.4733742976918637,0.0399746874381039,0.1319804253350049,2.37208012569877,1.6824220852412264,0.1794914346693225,0.7966337913871094,3.563475397060325,12.861728180626326,5.0,4.02,3.738349555003783,4.2527831850012605,
SZ300018,2025-09-30,,电气机械和器材制造业,1102038906.05,81.4835624535,265773059.23,360.5315861746,253370954.2,436.4297627806,0.54,0.1974082233055998,0.1673996776632245,0.4957689480204355,0.2411648606695758,0.0034413425001363,3.806916047948031,3.092621431347585,0.0041252201599246,0.6941296389467857,3.1930729012001353,5.731214032624159,5.0,4.17,3.6207645985257475,4.2635881995085825,
SZ300077,2025-09-30,,计算机、通信和其他电子设备制造业,2715242447.6800003,79.3461815986,-302536490.3,254.1144708823,-264878380.86,188.8700759759,-0.49,-0.2883026513335026,-0.0831282688937078,0.2030047744395611,-0.1114215382712869,0.4181628868046085,1.0393561538836065,0.6402753361791856,1.5269846013894244,0.746070016474811,3.4079477382099648,9.469208115082228,4.0,4.03,2.9113934945320814,3.6471311648440277,
SZ300097,2025-09-30,,专用设备制造业,606046740.85,-202.3166056437,-232395427.17,-2685.3980277363,-242480522.01,-2641.5016023813996,-0.8126,-0.5333479535712099,-0.2844086173328629,0.2540996459019238,-0.3834612275021196,0.0889767681050664,1.4387671782678515,0.8781849784577714,0.1746241170279272,0.7416880689229286,2.170999513452558,4.667102294281358,3.0,2.37,2.8415223135518968,2.737174104517299,
SZ300101,2025-09-30,5.0,软件和信息技术服务业,1951160516.76,80.0565967583,238700516.2,-25.58502533610001,186638173.78,319.47147642680005,0.4195,0.1311870200875847,0.0806329056481562,0.5986985670301402,0.1223377134529014,0.1623807612694972,2.5726667800974847,1.9368230854745665,0.2425180158408915,0.6591009703577543,1.3964723528676626,1.703792737791478,5.0,4.57,3.976922974997496,4.515640991665832,5.0
SZ300131,2025-09-30,,批发业,12033534614.25,17.7387413366,110882586.23,-18.92766974000001,118689240.65,-27.601538002800005,0.1053,0.068645244263638,0.0311338344945251,0.0790615145539511,0.0092144652244315,0.1972539528457713,1.3059597302113837,0.9373575445114624,0.3946780742011069,3.3787999342572608,18.112917242772244,14.595791733949012,1.0,1.62,1.5957706625369312,1.4052568875123104,
SZ300247,2025-09-30,,电气机械和器材制造业,1812058265.31,136.66566202709998,248832882.18,224.2547383906,162124501.37,188.6099847955,0.2256,0.1653188426944394,0.1785794817134502,0.3459952024295099,0.1373205745883842,0.0,6.742073526646946,5.440146836765987,0.0,1.3004568488643369,6.185098407716343,20.4843771447814,3.0,3.84,3.195358099815145,3.3451193666050485,
SZ300250,2025-09-30,,软件和信息技术服务业,530286699.59,-72.6899649788,-23196399.959999997,-207.9845428473,-24934714.1,-305.3505624319,-0.0899,-0.0392872654092313,-0.0315731604490531,0.545709732798769,-0.0437431298539727,0.0751393448342016,2.093458896608559,1.7681530105180456,0.1062178641909288,0.7217855822035028,3.714216151080405,4.56181224740554,3.0,2.15,2.3264799662378968,2.4921599887459656,
SZ300347,2025-09-30,,研究和试验发展,14908071514.98,-20.1351673406,2467625795.12,-134.32847017560002,1531121844.42,-222.3447244903,2.7699999999999996,0.1138752788857241,0.0858972866827102,0.3275834533824713,0.1655228037134426,0.0411813806839991,1.9167955412393496,1.9052951757122565,0.0479761511365301,0.5189453341511654,264.1518495385654,10.698581716485622,1.0,1.41,2.1704935908819953,1.5268311969606652,
SZ300354,2025-09-30,,仪器仪表制造业,1130565731.0900002,31.2856987042,303244114.65000004,28.387759322000004,302127125.55,26.8294063854,2.2097,0.3876850979219215,0.3418228715719689,0.6760677167554745,0.2682233383791286,0.0210644390443606,8.029948243481845,5.882572564592041,0.0237500181025273,1.2743964549751774,1.922786390254356,3.0594306523889463,1.0,2.7,3.0484203379353403,2.2494734459784467,
SZ300467,2025-09-30,,互联网和相关服务,660074270.72,-40.3478014858,67531898.4,-169.25258883130002,47516098.35,-121.9125682137,0.29,0.0919279088993873,0.0753368293929338,0.5850881458517336,0.1023095451460895,0.0,6.0508967377202785,6.050861243983319,0.0,0.736361688299553,59132.72824512197,31.181124649788867,2.0,2.12,2.927162824166013,2.3490542747220045,
SZ300499,2025-09-30,,电气机械和器材制造业,1585200277.27,122.0040310027,45834081.37,1379.3307771320997,28341894.700000003,643.2516226496,0.17,0.0383847160683363,0.0228601721288299,0.2646113847282371,0.0289137480148152,0.0125529771410166,2.013020812925999,1.27061466586478,0.0191172050027335,0.7906333041678487,2.625229090425749,4.4182694352844845,4.0,4.1,3.4869521870163918,3.8623173956721306,
SZ300576,2025-09-30,,计算机、通信和其他电子设备制造业,2218438700.5299997,65.1434084158,308486264.84999996,18.865074792900003,297218408.45,34.250297357700006,0.8747,0.2015405848855631,0.1572174741308664,0.3759753531845315,0.1390555730822314,0.0327688201458187,2.9472670254264757,2.5962972506782886,0.0397243581880447,1.1306089403399515,9.706486099839015,4.9689203383040255,1.0,2.6,3.157970109056909,2.2526567030189697,
SZ300707,2025-09-30,,专用设备制造业,1727797908.73,-69.8403766358,56709938.76,-107.5599741722,50635907.82,-51.881539559900006,0.3286,0.0495768448030285,0.0297319194730499,0.2094720710456407,0.0328220901723883,0.1742471316547727,3.2718424385416043,2.448048318599238,0.282537553892315,0.9058508863052852,4.633060859099202,7.6460641784652,2.0,1.57,2.168326881902568,1.9127756273008558,
SZ300741,2025-09-30,,化学原料和化学制品制造业,2994768949.0,-19.8486673549,340962406.0,-218.9372017237,283962269.0,-94.7351521519,0.52,0.0467206432663436,0.0457428540777403,0.4936297374438952,0.1138526583541119,0.0210264401649785,11.420504107686543,10.569595129647016,0.022505758999416,0.4017723849316537,3.633891571517553,7.676584797609388,1.0,1.45,2.6531664467780467,1.701055482259349,
SZ300746,2025-09-30,,专业技术服务业,2665553099.8199997,25.846749427399995,116206978.89,1387.3858966457,60160529.02,5871.293051647401,0.2484,0.0725211864645031,0.03179167270404,0.2851059971310715,0.0435958221570777,0.2571054672277557,1.154850385712341,1.1169790675222506,0.8262206832450604,0.7292366821181436,23.697670360310084,1.9669835631229993,5.0,3.9,3.4587087992431753,4.119569599747725,
SZ300759,2025-09-30,4.0,研究和试验发展,28442662604.869995,48.3408901696,3367361633.6899996,-11.686451305399997,2746288848.76,97.08255120869998,2.0225,0.2528790398592481,0.1354297982638027,0.339946851664459,0.1183912237918764,0.214546341764006,1.6374734912647155,1.3706460057569383,0.3646084536490666,1.1439175466407792,14.941932037031656,11.66660076185276,4.0,4.01,3.5580632386084474,3.856021079536149,4.0
SZ300806,2025-09-30,2.0,橡胶和塑料制品业,6312082990.5,50.2307655656,133880237.34,-123.1868512274,70420132.08,-194.8562915859,0.3,0.0597031246510161,0.0172547341927594,0.2267680426943524,0.0212101516316398,0.426643277102068,0.9637708423573452,0.6802545528424924,1.4816312755115086,0.8135130051130799,6.0183219040708344,5.1940033318553915,2.0,1.93,2.9091322538352924,2.2797107512784307,2.0
SZ300817,2025-09-30,1.0,通用设备制造业,1928474824.1,41.0468167849,140922891.46,-1.5335130554999994,134734046.74,0.912356299699999,0.6406,0.1362210358846156,0.1100856074861202,0.2495900932098665,0.0730747893096127,0.0825031603480437,2.8778145026881186,2.0852182113969,0.1014415570027538,1.506478616307674,8.719857992257161,6.986246547099676,1.0,1.77,2.4597682558182874,1.7432560852727625,1.0
SZ300820,2025-09-30,1.0,电气机械和器材制造业,3525613081.6800003,-18.8461741879,687156899.1700001,-98.201465677,639191284.76,-102.1380104611,3.0132000000000003,0.2710543870676325,0.1722806484118905,0.3847605732315931,0.1949042289242246,0.006342677827999,2.47192196486095,1.455137785115207,0.0097661600767102,0.8839246298697304,1.4897099318724911,9.017199984347789,1.0,1.34,2.5751581490914504,1.63838604969715,1.0
SZ301071,2025-09-30,,非金属矿物制品业,1300522847.31,-116.3298037024,263626028.15999997,-275.3579350182,148804493.95,-322.81791964490003,1.0205,0.0498187358787792,0.0396578446153134,0.2225233973156165,0.2027077253623677,0.1220669750174172,4.756583789556044,4.2959868185173855,0.1549257753110912,0.1956405190992086,2.3639420623797927,39.87227948620676,1.0,1.82,2.3270770923776043,1.7156923641258681,
SZ301171,2025-09-30,,互联网和相关服务,7136821232.0,218.8192753595,587198213.34,31.1643127317,474300449.91,0.4644436633999973,1.26,0.1636444608939697,0.0976783763285269,0.1780606663779187,0.0822772764304543,0.0833278730073939,2.4222218039279286,2.4219143080918046,0.1385305905139797,1.187185339211981,8281.698907964248,8.005158171943828,2.0,2.57,2.927162824166013,2.4990542747220044,
SZ301234,2025-09-30,2.0,专用设备制造业,1009012276.33,1.2962847872999994,68994327.72,-177.253727147,54804274.64,-192.4378506826,1.0146,0.0905953884092613,0.0792962814036274,0.1535465599026366,0.0683780855183918,0.0,6.1945960699132785,5.723083444253237,0.0,1.1596739043285864,20.234111100244373,10.164829098011376,2.0,2.09,2.163125041433006,2.0843750138110018,2.0
SZ301333,2025-09-30,,研究和试验发展,1721801624.07,12.8352763074,270678831.8,-4.016255123799999,219067262.75,22.9001131075,2.79,0.142361236219205,0.1162490858678619,0.3724667820582374,0.1572067467099772,0.0,5.367122577967894,5.18639825409047,0.0,0.7394662652890082,15.1050604265448,13.115193427702492,1.0,2.69,2.9138599258225892,2.201286641940863,
