symbol,REPORT_DATE,quarterly_financial_score_x,industry_type_name,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,NETPROFIT,NETPROFIT_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,BASIC_EPS,roe,roa,gross_margin,profit_margin,debt_to_asset,current_ratio,quick_ratio,debt_to_equity,asset_turnover,inventory_turnover,receivables_turnover,dt_pred,rf_pred,svr_pred,latest_financial_score,quarterly_financial_score_y
SH688595,2025-09-30,,计算机、通信和其他电子设备制造业,1661793352.71,112.2510092802,-236553315.07,82.95593120000001,-250981971.26,101.7536989614,-1.71,-0.3119265940549239,-0.1431699478016369,0.3542173688804753,-0.1423482135635194,0.3904560411669414,2.9640035788152894,2.2019195229651864,0.7929564607708367,1.0057727049574168,3.723554741117723,10.883706070627625,4.0,4.05,3.019452703911499,3.6898175679705,
SH688621,2025-09-30,,研究和试验发展,2593583120.27,22.2034188213,524631671.26,-70.1526261951,495123615.48,-89.6652445698,4.79,0.4687765356209583,0.2499290225709256,0.5106993273853938,0.2022806468625475,0.2392642160082336,1.8619290798087935,1.845303926926386,0.4539915956602851,1.235555780779937,87.07102498768646,5.705714862912359,1.0,1.32,3.3698120198892654,1.8966040066297551,
SH688622,2025-09-30,,仪器仪表制造业,304490215.27000004,-173.8101622449,-86821984.99000001,102.2868361892,-102646627.09,93.6476622361,-1.19,-0.2207477129413486,-0.1032018675842435,0.3542214455540394,-0.2851388341428723,0.3227613962186977,1.1178714595990284,0.6792268810272588,0.756116457995707,0.3619355037852649,1.744360146836459,3.2330143462572685,4.0,3.73,2.640373730193692,3.456791243397898,
SH688700,2025-09-30,,专用设备制造业,1991445929.55,30.049935873299994,213277529.99,-98.0857915318,197905830.57,-79.1051322651,0.72,0.1208618751163981,0.0727516461097448,0.3376193529150594,0.1070968218746434,0.0621268685545433,1.6855351091356836,0.9769433815848456,0.1088185176795855,0.6793072365387319,1.68372921111876,2.9834006339880235,1.0,1.46,3.079351305140297,1.8464504350467656,
SH688720,2025-09-30,,计算机、通信和其他电子设备制造业,1157772251.71,171.4459343044,83676519.35999998,104.042070553,69744100.55,241.9082630168,0.94,0.0833036074043586,0.0644464994463562,0.2724122760103941,0.0722737302059294,0.16348663350469,2.1526744717297617,1.8648965802089783,0.2178565499841322,0.8917001967759086,10.727450103719995,5.724514416610957,5.0,4.47,3.938881995167166,4.469627331722388,
SH688729,2025-09-30,,,10767955682.55,71.2969125945,1501111409.06,176.0562928411,1184322896.6599998,190.2018642014,0.56,0.2041450075755457,0.1390286046643147,0.3737313578102491,0.1394054222838811,0.0604897560728455,3.636087670842726,1.9549656877496904,0.0800972812570484,0.997296965832512,1.876388651429056,29.47465760600218,5.0,4.22,3.429879694402808,4.216626564800936,
SH688757,2025-09-30,,专业技术服务业,1027674742.96,89.8501431914,156102343.24,49.2109107995,146157644.24,91.9883466057,0.4216999999999999,0.206970228194465,0.0951541802598533,0.4417315906027567,0.1518985888379237,0.3327027280307501,1.182871634370115,1.055361438046099,0.6594931960518596,0.6264322860917633,15.92422181019606,8.676667537916288,5.0,4.38,4.107065709982551,4.495688569994184,
SH688768,2025-09-30,4.0,仪器仪表制造业,1072895177.95,82.18956604089999,37456588.36,3136.4380171526,33794903.08,4377.7980668354,0.43,0.0356471779467367,0.028807823192849,0.6359158723535578,0.0349116941988396,0.1239346059797986,4.126368274288803,3.6625972779731537,0.1583921749471463,0.8251625666968233,3.4041804904738187,2.3879543586496967,4.0,3.97,3.899822709431573,3.9566075698105245,4.0
SH688798,2025-09-30,,计算机、通信和其他电子设备制造业,6552022066.690001,-6.211757533700004,674236103.37,469.6026390762,497253838.26,375.0987574202,2.9000000000000004,0.1666252820718473,0.1305390526808149,0.3356205728594111,0.1029050416050591,0.0632614360008595,3.3985542406450624,2.7923033358969693,0.0795222897088051,1.268538942745029,7.2237490099059745,65.30682821873073,5.0,3.68,2.605709746061688,3.7619032486872293,
SZ000513,2025-09-30,,医药制造业,27649978322.18,-7.6453850874,6431012781.2,56.0065352699,5220040956.48,22.2199293309,5.91,0.3841578716232356,0.2625234807022732,0.6594840535510528,0.2325865397167863,0.1849137998499247,2.2018667687491984,1.9579832987625263,0.295269724409567,1.128713127689763,5.153008201436472,13.146220339921804,5.0,3.13,3.3813811716588216,3.837127057219607,
SZ000528,2025-09-30,3.0,专用设备制造业,75945751688.35,49.4053356629,4422496247.36,94.948269264,4286084496.68,163.948624145,2.3418,0.2600030758433063,0.0897436372341076,0.2222176255806134,0.058232305942643,0.3300363320614933,1.4151409635392045,1.047455534820606,0.8478411632423739,1.5411314352294792,6.495716876199628,6.6579169576245,3.0,3.51,3.1002029420258856,3.2034009806752954,3.0
SZ000532,2025-09-30,,综合,994829389.56,57.6944570876,232589975.39,64.43991769840002,205516241.72,167.33273526930003,0.6182000000000001,0.1395360266111665,0.0979556301321443,0.4371771463872392,0.2337988582071057,0.1602535825539085,1.0180935359375545,0.9595645766598474,0.2372699165112348,0.418973945738317,17.03330274639118,8.642978596368428,5.0,4.46,3.888595483570467,4.4495318278568226,
SZ000630,2025-09-30,1.0,有色金属冶炼和压延加工业,339502958280.83,32.3179541461,8703799358.369999,-76.7805525058,7008151509.559999,-20.8718197431,0.56,0.2019770846036549,0.1007112245157719,0.0751608102035816,0.0256368881215179,0.2998654766903705,1.6711283977762694,0.8569305878453711,0.6271073266138458,3.928371650974349,13.734495895461604,131.28406911657234,1.0,1.14,1.4707301636364185,1.2035767212121395,1.0
SZ000715,2025-09-30,,零售业,1743998529.0600002,-9.0382761583,193460443.76,51.46352612609999,163034156.35,82.2211055733,0.37,0.0991159621591631,0.0722456822943749,0.5495475712049911,0.1109292470930428,0.0132816538969337,1.6276310316934992,1.508553840871933,0.0182184641511323,0.6512771355400828,10.72033260684968,966.342315345895,5.0,3.66,2.8259458822652546,3.8286486274217517,
SZ000783,2025-09-30,,资本市场服务,0.0,0.0,7533520992.35,424.8673667349,7483472304.389999,436.7340728772,1.29,0.1862368621964255,0.041471006080911,1.0,0.3673183011249442,0.2171299997502798,,,0.7964012788009693,0.1129020959584711,,,5.0,4.19,3.8839334331358057,4.357977811045269,
SZ000923,2025-09-30,2.0,黑色金属矿采选业,13011808843.8,-27.3882287268,2013367401.81,-124.1871127681,1511075661.3200002,-114.7363682649,2.303,0.1511255189566097,0.1164417566283612,0.6096147895855089,0.1547338595255609,0.0339565440115018,7.2656206277307485,6.346232406733813,0.0449357128189413,0.7525292588538187,6.39491203513381,13.022078198431023,2.0,1.77,2.4697817312857953,2.0799272437619316,2.0
