symbol,total_dividend_yield_1Y,total_dividend_yield_3Y,total_dividend_yield_5Y,total_dividend_1Y,total_dividend_3Y,total_dividend_5Y
SZ300373,0.014580381582999999,0.049548511091999994,0.055916535651,8.2,21.8,25.5
SZ300374,,,0.000801924619,,,0.1
SZ300375,0.007214428858,0.028272388559,0.040648626183,0.36,1.21,1.71
SZ300376,0.005163161765,0.028488138022,0.03621450892,0.210657,0.940581,1.580417
SZ300377,,0.019542542612000002,0.040271269181000005,,1.4,3.4
SZ300378,0.000852030673,0.01072373446,0.022885140399,0.3,2.440779,4.44075
SZ300380,0.001138433515,0.001138433515,0.014505232595,0.5,0.5,2.9
SZ300381,0.01329787234,0.036920816896,0.05473112909,1.0,2.6,4.3
SZ300382,,0.044413415408,0.049391482006,,4.0,4.75
SZ300383,0.004273504274,0.014957264958,0.018809182807,0.6,1.6,2.05
SZ300384,0.012331838565,0.083076984367,0.109938593608,2.2,13.04,17.740000000000002
SZ300386,,,0.001220256254,,,0.2
SZ300387,0.008254716981,0.024462186435,0.039097523504000004,0.7,1.7999999999999998,2.8
SZ300388,0.018597997139,0.064003574647,0.097730268062,1.3,4.4,6.8
SZ300389,0.026127040514999998,0.063170956915,0.182218575963,3.5,9.5,24.5
SZ300390,0.033351862146,0.12249031677200001,0.132862611739,6.0,36.0,42.0
SZ300393,,0.028082120122000002,0.028082120122000002,,1.7799999999999998,1.7799999999999998
SZ300394,0.008303272049,0.027796963153000002,0.054897719123,10.0,30.0,40.0
SZ300395,0.002915451895,0.01344699531,0.021572854925,1.3,5.3,9.4
SZ300396,0.019145802651,0.052064793875,0.099334227773,2.6,12.4,21.1
SZ300398,0.005097491487,0.01632463006,0.02368765352,1.05,2.6500000000000004,4.0
SZ300399,0.00203998368,0.007259650176999999,0.010290659645,0.5,1.0,1.35
SZ300400,0.025157232704,0.060884373400999996,0.099800866819,4.0,9.05,15.05
SZ300401,0.007620320856,0.024700689815,0.046544590072,1.14,3.25,6.16
SZ300402,0.004641567818,0.019300640885,0.053172226197,0.9,3.4,9.4
SZ300403,0.006360002391,0.09318773689500001,0.13405384071,1.0,7.4,9.8
SZ300404,0.001212121212,0.0035050554730000003,0.005262524717,0.12,0.32,0.52
SZ300405,,,0.004273504274,,,0.3
SZ300406,0.049757869249,0.064706692058,0.075912268883,7.0,10.0,11.993419
SZ300407,0.00936329588,0.030557764157,0.043304260392,1.0,2.77,3.654967
SZ300408,0.011757425743,0.029607923275,0.0471521611,3.8,9.1,14.8
SZ300409,0.012640449438,0.054287918041,0.060178808505,1.8,6.101122,7.101122
SZ300412,0.011741682975,0.011741682975,0.03198956845,0.6,0.6,2.8000000000000003
SZ300413,0.010294805803,0.023226098232,0.029048846712,2.2,5.300000000000001,7.9
SZ300414,0.000747384155,0.004653622107,0.008203697484,0.1,0.41000000000000003,0.729785
SZ300415,0.024366471735,0.060302324031,0.109625853612,5.0,12.5,19.5
SZ300416,0.01066098081,0.026595137398,0.037940137212,1.5,4.5,7.5
SZ300417,,0.007835455436,0.026649772506,,0.8,3.5
SZ300418,,0.001513669837,0.015857917822000002,,0.493305,2.885395
SZ300420,,0.009313685127,0.014728847582,,0.250147,0.5501469999999999
SZ300421,0.007884362681,0.029120345624,0.051711846899,1.2,3.4,5.9
SZ300422,,,0.005854800937,,,0.5
SZ300423,,0.00301602262,0.016264366215999998,,0.32,1.72
SZ300424,,0.0014860861809999999,0.003206602512,,0.2,0.42000000000000004
SZ300425,0.004601769912,0.028046037529999998,0.050470728685,0.26,1.3256189999999999,2.375619
SZ300427,,,0.010132494154,,,1.299999
SZ300428,0.019235159817,0.028778047051,0.039001076665,3.37,5.346858,6.936858
SZ300429,,,0.008278129139000001,,,0.849998
SZ300430,0.002252252252,0.008861634521,0.012095227823,0.45,1.450275,1.8102749999999999
SZ300432,0.005780346821,0.02499264269,0.02499264269,1.0,3.0,3.0
SZ300433,0.021512024483,0.056418492204,0.07887936103599999,5.0,10.0,14.5
SZ300434,0.007180020812,0.021653705023,0.021653705023,0.69,1.79,1.79
SZ300435,0.014409221902,0.032478106963,0.044980975424,2.0,4.5,6.1
SZ300437,,,0.00475737393,,,1.0
SZ300438,,0.006799264515,0.012311977963,,1.9742600000000001,3.474247
SZ300439,0.013366729435,0.037515940255000005,0.053114662632,1.348703,3.738703,6.255935
SZ300440,0.00668202765,0.014746543779,0.029713132735,0.58,1.03,2.073908
SZ300441,0.036540803898,0.07688643742199999,0.113324113364,3.0,5.7,8.7
SZ300442,0.00981912889,0.043118859259,0.043118859259,5.283,14.448,14.448
SZ300443,0.007010091584999999,0.026629196805,0.04430745255,1.7,5.83415,11.83415
SZ300445,0.00518134715,0.015032416111,0.024812749376,0.9,2.4,3.506401
SZ300446,0.01667659321,0.023568391969,0.023568391969,2.8,3.8,3.8
SZ300447,0.003597122302,0.007888409688,0.012863534066,0.5,1.1600000000000001,2.16
SZ300448,0.005073821302000001,0.014958603829,0.020705352632,0.32999999999999996,0.8099999999999999,1.14
SZ300450,0.002253521127,0.038349942762,0.048964092622,0.56,9.36,17.36
SZ300451,,0.00379277621,0.010985966444999998,,0.2,0.8
SZ300452,0.02489626556,0.05808858717,0.090033375325,3.0,8.0,13.5
SZ300453,0.034630694657,0.086008856238,0.11311001753,3.0,7.0,10.5
SZ300454,0.000689277899,0.001601686658,0.003059275521,0.63,1.13,3.83
SZ300455,0.001109467456,0.003732999745,0.011968398606,0.15,0.44999999999999996,1.25
SZ300456,,0.001947690595,0.006253166474,,0.35,1.0499999999999998
SZ300457,0.005630413859,0.025049892826,0.030556880403000003,1.17,5.12,6.621859000000001
SZ300458,0.004957366647,0.018091573191,0.041399009373,2.5,5.5,14.5
SZ300460,,,0.008042895442,,,0.9
SZ300462,,0.005443886097,0.017789565109,,0.65,2.15
SZ300463,0.008927038627,0.042575308042,0.076246002553,1.04,6.072161,15.09058
SZ300464,,,0.003592814371,,,0.6
SZ300468,0.003648303539,0.016781148818,0.027728133061999997,1.0,2.2,4.131856
SZ300470,0.027569408027,0.080189949323,0.09844340924,10.0,30.0,37.0
SZ300473,,,0.002510040161,,,0.5
SZ300474,0.000918133129,0.0040817003590000005,0.007552359401,0.6,3.0,6.2
SZ300475,0.002074019105,0.013083150426,0.018726610342,0.9299999999999999,3.9899999999999998,5.06
SZ300476,0.004046488817,0.020246577286,0.041433231418,3.003304,6.803304,10.623555
SZ300479,,,0.00118623962,,,0.2
SZ300480,,0.010402770465,0.015149029389,,1.999834,2.997023
SZ300481,0.028301117894,0.072786654044,0.100082851357,4.0,12.0,18.0
SZ300482,0.018501387604,0.049185124298,0.06187650991,4.0,13.0,21.0
SZ300483,,,0.0,,,0.0
SZ300484,0.007373271889,0.04523036252,0.074392907983,1.6,6.800000000000001,10.15
SZ300485,,0.010959599521,0.030738510916,,1.08,3.41
SZ300486,,0.001300282302,0.005499439846,,0.119756,0.699756
SZ300487,0.014901541454,0.036466773898,0.044746097192,7.8,19.9,26.2
SZ300488,0.00625,0.021473590662,0.038840729738,2.0,5.45,8.75
SZ300490,,,0.0041971808,,,0.5
SZ300491,0.003541666667,0.012887976044,0.017100862076,0.68,2.38,2.9299999999999997
SZ300492,0.000619020822,0.000981602403,0.00202791103,0.55,0.75,1.25
SZ300493,0.0016310053010000001,0.010611307854000001,0.019256133796,0.35,1.15,1.7999999999999998
SZ300494,,0.005186235912000001,0.005186235912000001,,1.2,1.2
SZ300496,0.001060135259,0.012992783334,0.018205367507,0.58,7.69,12.94
SZ300497,,,0.015910898966,,,2.0
SZ300498,0.012202562538,0.028943467756,0.043037900455,2.0,5.0,7.0
SZ300499,,0.006745362563,0.006745362563,,1.2,1.2
SZ300500,0.012765957447,0.025222223034999998,0.039701539401,1.5,3.2,5.300000000000001
SZ300501,0.019258202568,0.035294106884999996,0.047193401369,2.7,4.7,6.4
SZ300502,0.004013198965,0.006957307679,0.017137047984,4.5,7.3100000000000005,11.157081999999999
SZ300503,0.002344095533,0.002344095533,0.01284119143,0.53,0.53,1.72
SZ300504,,0.026565302445,0.051157711976,,4.0,8.0
SZ300505,0.016997167139,0.025187785158,0.032613454855,3.0,4.1,6.75
SZ300507,0.007652923077,0.037764946976000004,0.052463623246,0.596928,2.396928,3.996928
SZ300508,0.006814063066,0.013796620723,0.021421026948,1.88,3.574264,5.4042639999999995
SZ300509,0.017647058824,0.063078993826,0.099574641576,1.5,3.9,6.1
SZ300511,,,0.013683010262,,,1.2
SZ300512,0.006884356949,0.028169864662999998,0.036152611182,0.6,2.0,3.150859
SZ300513,,0.004964539007,0.011992651457,,0.35,1.0499999999999998
SZ300514,0.021201413428,0.044163963175,0.059094370366,3.0,6.5,8.0
SZ300515,0.013636363636,0.037734645034,0.070669593438,3.0,6.2,9.35
SZ300516,0.002031204004,0.017828091279,0.025998247953,0.69,5.46,7.68
SZ300517,0.010287602881,0.014695278825,0.020586757706,0.999955,1.479955,2.459955
SZ300518,,0.001866207293,0.004542150563,,0.65,2.65
SZ300519,0.020463847203,0.080853599637,0.148210111128,3.0,12.0,24.0
SZ300520,,,0.010960344487,,,2.015174
SZ300522,0.002962962963,0.013954518782,0.031574154722,0.4,1.9,5.1
SZ300523,,,0.003141361257,,,0.78
SZ300525,0.007797270955,0.027721610357,0.03646450932,1.2,4.0,6.2
SZ300527,0.000236648649,0.00029670658600000003,0.005848907685999999,0.026268,0.031451,0.48397799999999996
SZ300529,0.035826242723,0.073272282972,0.099591811304,8.0,18.7,34.3
SZ300531,0.002414292612,0.010968952422999998,0.016521936148,0.5,1.5,2.3258419999999997
SZ300532,0.023786616705,0.111780853769,0.133863547108,3.0,17.0,19.19998
SZ300533,0.025025025025,0.10199530282300001,0.114433113768,10.0,42.0,44.5
SZ300534,0.003976570159,0.009323514328,0.009323514328,0.4,0.8,0.8
SZ300535,,0.006189213086,0.020004882103,,0.7,2.6
SZ300536,,,0.000170612813,,,0.0245
SZ300538,,0.004512694898,0.011068962598,,0.7,1.8
SZ300539,0.009904622157,0.024901588187,0.0459916761,1.35,2.95,4.549081
SZ300540,0.002207505519,0.002207505519,0.002207505519,0.5,0.5,0.5
SZ300541,0.001284796574,0.019144233809000002,0.030785469910000002,0.18,2.38,4.08
SZ300542,,0.0026762332470000004,0.019412764842,,0.34,2.24
SZ300543,0.009708737864,0.024847897722000002,0.040502249632,1.0,2.25,4.75
SZ300545,0.007015082427,0.016969624674,0.022775006702,2.0,4.5,5.65
SZ300546,0.001805778491,0.003011081826,0.003011081826,0.45,0.75,0.75
SZ300547,0.009843638948,0.042694105417,0.083557620571,2.77,8.31,13.85
SZ300548,0.000927858965,0.01040976935,0.026722983053,0.8,3.8000000000000003,7.8
SZ300549,0.002839295855,0.017347990596,0.038086042052,0.5,2.7,5.7
SZ300550,0.001867064974,0.0051457534990000005,0.008734583653,0.25,0.55,1.1
SZ300551,,,0.002050724126,,,0.300314
SZ300552,,,0.020923633799000002,,,6.49969
SZ300553,0.0,0.004226171708,0.011091945824,0.0,1.7,3.7
SZ300554,,0.003836930456,0.006064101948,,0.8,1.2000000000000002
SZ300556,,0.0041864930710000005,0.013393232636,,0.85,2.45
SZ300557,0.006472491909,0.018122647453,0.024123333469,2.0,6.0,7.591982
SZ300558,0.003221561134,0.009107744065,0.01780861138,1.989314,4.389314,9.989314
SZ300559,0.012809564475,0.029417956084,0.061295987962000004,1.5,3.7,6.7
SZ300560,,0.0038274518169999997,0.021379529499,,0.556389,3.206389
SZ300561,0.002516175413,0.010119752518,0.021895947066,0.35,1.08,2.5300000000000002
SZ300562,0.018695265942,0.04744382722,0.061810755975,2.8,5.71075,7.810499
SZ300563,0.006172946778,0.023228523865,0.036139290925,2.4,6.0,8.4
SZ300564,0.035211267606,0.137113497607,0.185148409525,5.0,16.25,27.25
SZ300566,0.010887316277,0.023874294411,0.031965744655,2.0,4.0,6.002428
SZ300567,,0.006500676497,0.019155311095,,5.0,11.0
SZ300568,0.004330767918,0.034356259385,0.037884225033,0.507566,3.707566,5.205105
SZ300569,0.001477104874,0.027446391973,0.062086423861,0.1,1.69,5.79
SZ300570,0.008745080892,0.03493338146200001,0.072185893175,8.0,18.0,24.0
SZ300571,,,0.005522028288,,,2.1
SZ300572,,0.001503759398,0.004085062817,,0.2,1.045635
SZ300573,0.023136851678,0.048968303333,0.061749363806999996,17.0,72.0,86.0
SZ300575,0.008291873964,0.047351146171999994,0.068182380522,0.5,5.0,12.0
SZ300576,0.002196193265,0.005354997532,0.008961172901,0.9,2.15,3.4
SZ300577,0.01614057215,0.026247624375,0.037054704848,3.4738379999999998,5.313838,7.363831
SZ300578,,,0.003728560776,,,1.0
SZ300579,0.000977517107,0.002054771647,0.0076698288909999995,0.3,0.6499999999999999,2.65
SZ300580,0.006755629507,0.026608565139,0.048190571336,1.7,8.0,12.3
SZ300581,,0.001625,0.001625,,0.13,0.13
SZ300582,0.003287197232,0.01063183,0.023840998522,0.38,1.42,3.4
SZ300583,0.001275005674,0.035922119595,0.036578574737000005,0.2,4.8500000000000005,5.0
SZ300584,0.002913752914,0.006120937006000001,0.01991579401,1.0,1.5,5.25
SZ300585,,0.0019414658040000001,0.0019414658040000001,,0.35,0.35
SZ300586,,0.006435006435,0.006435006435,,0.5,0.5
SZ300587,0.003560303831,0.006828245007,0.016281620063,0.269515,0.569512,2.644647
SZ300589,0.000629326621,0.003315092064,0.004841033061,0.1,0.4,0.7
SZ300590,0.01824212272,0.041215491172000004,0.053398620543,2.2,4.9,7.4
SZ300592,0.004468275246,0.024960078525,0.024960078525,0.5,4.5,4.5
SZ300593,,0.014515596117,0.017574027093,,2.2,3.9
SZ300594,,0.007374631268,0.017683909619,,1.0,3.0
SZ300595,0.018096220982000002,0.034636968458,0.04010123633,2.8000000000000003,6.43,9.94
SZ300596,0.012941587968,0.03425344871,0.045975004111,3.7,10.58,15.79
SZ300597,0.000416233091,0.003523322138,0.009422104026,0.04,0.310112,0.810112
SZ300598,,0.003298515668,0.004450998049,,1.2,2.049954
SZ300599,,0.031897926635,0.062098740375999995,,2.0,5.0
SZ300600,,,0.004574565416,,,0.5
SZ300601,0.006181318681,0.023780254524,0.040263440372,0.9,4.7,16.2
SZ300602,0.001881188119,0.004000298944,0.008188750204,0.38,0.708886,1.308886
SZ300604,0.002227667632,0.007468640994999999,0.011057390472,1.0,3.0,5.0
SZ300605,,0.006749817578,0.014354490259,,0.8,1.8
SZ300606,0.006372809347,0.015180795254,0.051774015497,1.2,2.7,9.0
SZ300607,,0.008337067457999999,0.020672562163,,1.14,4.91
SZ300608,,0.0018009488259999999,0.015116649028,,0.18,1.68
SZ300609,,0.010638297872,0.025105890465,,2.0,4.5
SZ300610,0.017667844523,0.065480815865,0.105648231156,2.0,7.1,14.6
SZ300611,0.004338426843,0.013348694375,0.023063301273,1.183089,1.983762,3.066045
SZ300613,0.002610966057,0.008950156967,0.012223509234,1.2,4.2,8.398866
SZ300614,,0.000853485064,0.003519106389,,0.24,0.92
SZ300615,0.004142502071,0.019472205086,0.029185770488,0.5,2.5,3.5
SZ300616,0.066765578635,0.13613844212499998,0.144215364568,9.0,19.5,22.5
SZ300617,0.008794430194,0.015625549739000003,0.041399139054,2.4,4.2,14.2
SZ300618,0.004407875404,0.012624242931999999,0.022264091764,1.5,4.0,10.5
SZ300619,0.0,0.008701351898,0.00998688406,0.0,3.5300000000000002,4.13
SZ300620,0.00237304224,0.008335095034,0.02065025353,1.0,4.0,8.0
SZ300621,0.001140250855,0.002450866845,0.009180562371,0.1,0.2,0.82
SZ300622,0.0,0.065141172002,0.10283327794899999,0.0,10.6,19.1
SZ300623,0.005013368984,0.013521996729,0.023470550233,1.5,3.03,5.890000000000001
SZ300624,,0.00134465945,0.005889081171999999,,1.105579,3.105579
SZ300625,0.025041736227,0.118303940234,0.218189213256,3.0,15.0,29.0
SZ300626,,0.002065613609,0.005558046671,,0.17,0.47
SZ300627,0.010912265386,0.032740901858,0.049922353091,5.0,11.2,16.7
SZ300628,0.049586325573,0.128975304081,0.14831575178099998,18.0,51.0,65.5
SZ300629,0.00515995872,0.014504503206,0.023844186526,1.0,3.0,5.0
SZ300631,0.007380073801,0.017725777373,0.03172634528,1.8,4.3,7.6
SZ300632,0.008006405124,0.031029602338999998,0.042531874324999996,1.0,3.531651,5.036720000000001
SZ300633,0.003158559697,0.014568295211,0.017857768895,1.0,6.0,7.25
SZ300634,0.0061930011319999995,0.02143818973,0.029536718724,1.6,4.726587,5.926587
SZ300635,,0.001329787234,0.0037550916969999997,,0.1,0.5700000000000001
SZ300636,0.005312084993,0.012517093375,0.018103755206,0.4,1.25,2.7
SZ300637,,,0.003198294243,,,0.3
SZ300638,0.01304023845,0.040334151546,0.051190666919,3.5,8.3,13.3
SZ300639,,0.035257618049999995,0.052862850157,,4.15,10.164125
SZ300640,0.002557544757,0.037708586931,0.05370031605,0.2,2.1,3.1
SZ300641,0.025949727685,0.035801406138,0.048115388927,6.0,6.7,7.4
SZ300642,0.010676156584,0.030264963854,0.046682397811999995,1.5,5.0,11.5
SZ300643,0.006869901245,0.030553819355,0.044117334947,1.6,4.38,6.16
SZ300644,0.007442691277,0.028656221932,0.050809070176,2.5,6.5,11.5
SZ300645,0.001416430595,0.006399681062,0.01091239696,0.2,1.1,1.999983
SZ300648,,0.000310077519,0.003409588715,,0.1,1.05
SZ300649,0.004255319149,0.012388778646,0.020531758889,0.5,1.7,3.1
SZ300650,0.0032821484749999998,0.009844529434,0.019991662869,0.5,1.1,3.1
SZ300651,0.010231848568,0.027283121577,0.033177401594,1.499989,4.1999759999999995,6.199975
SZ300652,0.001849112426,0.042748950491,0.084129887358,1.5,10.5,18.499926000000002
SZ300653,0.023046092184,0.074196645455,0.092437543936,4.6,18.61804,29.918039999999998
SZ300654,0.005413385827,0.0164581834,0.035966715884,0.55,1.85,3.45
SZ300655,0.005908292944999999,0.011904574785,0.02103216254,0.55,1.33,4.312935
SZ300656,,0.004440132663,0.010821323237,,1.3,3.3
SZ300657,,,0.003164556962,,,0.6
SZ300658,0.00862858919,0.023834804532,0.05569754963,0.6,1.35,7.85
SZ300659,,,0.012015325483000001,,,3.5
SZ300660,0.008565982841,0.049328260917,0.095701804869,4.7,16.9,26.000037
SZ300661,0.002221975336,0.006105660489000001,0.009682875801,2.0,6.0,16.0
SZ300662,0.005273566249,0.014185912815999999,0.020397419734,1.6,3.5700000000000003,6.59
SZ300663,,0.000734214391,0.001458852072,,0.1,0.4
SZ300664,0.018116477133,0.077451028475,0.098727090231,1.0,3.946906,5.246906
SZ300665,,0.009652509653,0.014789495954,,0.5,1.1
SZ300666,0.00427672956,0.011120880425,0.015920815002000002,3.06,7.120099,9.448668
SZ300667,,0.013682557280999999,0.032178552726,,2.0,5.0
SZ300668,,0.01749271137,0.046149510658,,3.0,7.010584
SZ300669,0.004376367615,0.021224536577999997,0.04607338907,1.0,3.4000399999999997,7.500039999999999
SZ300670,,,0.008708272859,,,0.6
SZ300671,,,0.008043858657,,,4.985677
SZ300672,0.00393907563,0.012203985634,0.020509745645,3.0,9.0,16.2
SZ300673,0.020114942529,0.020114942529,0.025056992136,3.5,3.5,4.8
SZ300674,0.010824313072,0.036232815937,0.059483451682000005,2.6,6.0,10.7
SZ300675,0.000590667454,0.009916262124,0.021671170765,0.1,1.6,3.5
SZ300676,,0.019758042652,0.027734578495000002,,11.0,18.0
SZ300677,0.005656189632,0.015240594127,0.059499006383,1.5,3.8,41.3
SZ300678,0.001488981537,0.00412413897,0.009576742202,0.5,1.5,2.5
SZ300679,0.010755966463,0.02530848441,0.044405823799,4.746608,10.226608,17.826616
SZ300680,0.005329070077,0.020150811172,0.027514360422,2.0,5.012093,7.012093
SZ300681,0.001038001422,0.003814289242,0.005902520982,0.291886,0.791886,1.891886
SZ300682,0.014180374362,0.045797961089,0.058674082326,2.5,6.08,8.476154000000001
SZ300684,0.028979045921,0.068832132332,0.133524005016,6.5,15.4,26.0
SZ300685,0.014374700527,0.027949857193999998,0.035551296706999996,3.0,5.9,10.7
SZ300686,,,0.006006475336,,,0.785027
SZ300687,0.002527075812,0.01394420524,0.024219008776,0.7,3.05,5.88
SZ300688,,0.00019379845,0.007797762979,,0.05,1.65
SZ300689,,0.00437062508,0.009637043915,,0.72,1.5699999999999998
SZ300690,0.008801341157,0.028052063754000003,0.071410507153,2.1,5.7,18.7
SZ300691,0.004446914953,0.020155573439,0.034985061479999996,0.8,3.3,5.5
SZ300692,0.004672757009,0.020352455903,0.032063258762,0.299991,1.200242,2.500242
SZ300693,0.015703517588,0.029564711709999997,0.040039902116,5.0,10.48581,13.28581
SZ300694,0.006274509804,0.016235864905,0.019506429821,0.8,1.8,2.13
SZ300695,0.002547925261,0.019545242039999997,0.02323301094,2.1,9.150487,10.950487
SZ300696,,0.015010508103,0.021680667258,,3.000024,6.200024
SZ300697,0.011673151751,0.045691169769,0.084583002576,1.8,5.6,11.200000000000001
SZ300699,0.016108247423,0.049252728966,0.06620077278799999,5.0,17.0,27.0
SZ300700,,0.011101243339,0.011101243339,,1.25,1.25
SZ300701,0.010405827263,0.021436216659,0.050533588224,1.0,1.85,8.51
SZ300702,0.002017756255,0.004635557302,0.014629966686000001,0.5,1.0,7.0
SZ300703,0.008756567426,0.040779807344,0.062527497115,1.5,4.5,6.5
SZ300705,0.019708117128,0.038098680505,0.050499330986,3.129649,8.699649,11.739649
SZ300706,,0.001973289354,0.00292407829,,0.4,0.6
SZ300707,0.002243829469,0.010934655262,0.01526860568,0.3,1.3984079999999999,2.098405
SZ300708,0.012529365701,0.031729472109,0.034898011035,1.6,3.6,4.2
SZ300709,0.002872062663,0.008648235948,0.018411254421,1.1,2.7,6.5
SZ300710,,,0.001677852349,,,0.5
SZ300711,0.008463817182,0.019853948283,0.03230941061,2.0,3.8,5.28
SZ300712,0.002240143369,0.009553431931999999,0.012689308128,0.5,2.5,4.483006
SZ300713,,,0.0,,,0.0
SZ300715,,0.013815090329,0.076644772357,,1.3,13.3
SZ300717,0.010834236186,0.035865770357999996,0.046014060443,2.0,6.0,7.5
SZ300718,0.005251444859,0.061865548359,0.112867710106,4.03,13.24,21.740000000000002
SZ300719,0.002279202279,0.014255250183,0.028842547456,0.4,2.4,4.6
SZ300720,0.006790402897,0.034285850531,0.064280146525,1.5,5.6,10.6
SZ300721,0.002059025395,0.013590841041000001,0.016680121239,0.3,2.8,3.8
SZ300722,0.006191950464,0.016844512513,0.026928247012,1.8,4.9,8.8
SZ300723,,0.013448311375,0.025416350285,,4.1,8.6
SZ300724,0.022342208155,0.042194403489,0.045792696788,12.0,26.0,29.6
SZ300725,0.008153741992,0.020369562597,0.022002519942,2.799995,6.8999950000000005,8.899995
SZ300726,0.017830609212,0.042865302755,0.056219824553,6.0,14.0,21.6
SZ300727,0.007884362681,0.022082273642,0.034155859881,3.0,6.6,9.35
SZ300729,0.019047619048,0.059051653351,0.076802232622,3.0,10.5,14.3
SZ300730,,0.00101010101,0.008773938400999999,,0.15,1.35
SZ300731,0.002910149145,0.008257742728,0.011922088642,0.8,1.8,2.8
SZ300732,,0.056961304118,0.095042123624,,5.0,10.0
SZ300733,0.002893518519,0.007042896111999999,0.007042896111999999,0.5,1.5,1.5
SZ300735,0.009830908376,0.039671975561,0.079172901789,2.5,7.0,11.0
SZ300737,0.069147850539,0.08812853667500001,0.09289952904099999,3.5,4.8,6.3
SZ300738,0.000627716079,0.004775085974,0.008916601735,0.13,0.5899989999999999,1.789999
SZ300739,0.009848484848,0.053331144969,0.092653363766,1.3,6.8,12.5
SZ300740,,0.012723269297999999,0.012723269297999999,,2.0,2.0
SZ300741,,0.081385339068,0.176062869102,,17.2,46.4
SZ300743,0.028968713789,0.073148535195,0.104080193501,5.0,11.0,15.497205000000001
SZ300746,,0.062909447034,0.084266449074,,5.6000000000000005,7.930000000000001
SZ300747,0.000753138075,0.011221433889000001,0.012133426593,0.18,2.38,3.38
SZ300748,0.010566504823,0.045375396795,0.058169818838,3.0,9.0,13.5
SZ300749,,0.01734091406,0.028186901045,,1.3,2.3
SZ300750,0.023304197696999998,0.039427479456999995,0.04140938136,55.6,100.91,109.83848
SZ300751,0.013849817343,0.034215240827999996,0.039749637946,11.0,42.0,72.0
SZ300752,,,0.00303374289,,,0.799998
SZ300753,0.002871024735,0.008310355278999999,0.018047453624000002,0.65,1.3,4.3
SZ300755,0.004471153846,0.019870117218,0.033440164192,0.93,3.85,8.95
SZ300756,0.002,0.009204610951,0.011500529318,0.5,1.5,1.95
SZ300757,0.000167910448,0.0036947531,0.0036947531,0.45,3.7800000000000002,3.7800000000000002
SZ300758,,0.004716981132,0.045625159422,,0.5,7.5
SZ300759,0.008133387556,0.026216102444,0.03119684985,2.0,7.0,14.5
SZ300760,0.008039674061,0.043969329586,0.06064156395,18.7,119.3,179.3
SZ300761,0.030873895809,0.068544766521,0.072801293195,6.0,17.0,18.5
SZ300762,,0.001153212521,0.006093092913,,0.14,1.43
SZ300763,0.003832886163,0.011288105594,0.013724515301,2.0,8.0,13.0
SZ300765,0.000411184211,0.015247981477000003,0.031919109198,0.2,4.9,7.4
SZ300766,,0.003184713376,0.011018217622,,0.5,1.5
SZ300767,,0.003402853546,0.006876309165,,0.8109,3.9506650000000003
SZ300768,0.004736530491,0.015411143,0.025494091657,0.8,2.4000000000000004,5.05
SZ300769,,0.005737234653,0.007825004497,,10.0,20.0
SZ300770,0.039335732395,0.144729866156,0.191947475561,17.6,57.8,77.8
SZ300771,0.014299332698,0.053253054201,0.085449359799,1.5,5.500012,12.500012
SZ300772,0.004746835443,0.017733550671999998,0.025702948186,0.6,2.1,4.6
SZ300773,0.016538450102,0.08646664969399999,0.115054414131,4.0,13.0,23.0
SZ300774,0.023640661939,0.06599033105,0.076417859726,2.0,5.5,7.5
SZ300775,0.007328691829,0.016374082839999998,0.020920340925999998,2.0,4.82,6.55
SZ300776,0.007281553398,0.01893113453,0.02797277127,3.9,12.1,27.1
SZ300777,0.006029756831,0.016212368979,0.020342389373,2.206891,5.896891,7.776891
SZ300778,,0.013564839935,0.040737553745,,2.5,8.484546
SZ300779,0.000518027352,0.002561624082,0.012463860169,1.0,2.5,4.0
SZ300780,,0.011387900356,0.025928956922,,1.6,3.8
SZ300781,0.0,0.004575179865,0.015816375072,0.0,1.5,3.7
SZ300782,0.001362725451,0.005574336071,0.010246680025,1.02,4.957585,21.957585
SZ300783,0.004622781065,0.022508074907,0.037362875218,1.25,5.372,10.092
SZ300784,0.0072058360330000005,0.011312612214,0.011312612214,4.0,6.0,6.0
SZ300785,0.00462962963,0.016972288837999998,0.037089105727,1.5,4.9,16.4
SZ300786,,0.001149425287,0.016641030461,,0.2,3.5999999999999996
SZ300787,0.013850415512,0.06851866006,0.099860113302,2.0,14.8,23.3
SZ300788,0.01569586772,0.039603564987,0.080413230688,4.78,11.4,21.28
SZ300789,0.006304437993,0.035539084655000004,0.053840946214000006,1.52,7.6899999999999995,12.880953
SZ300790,0.006651547624,0.01363966782,0.033391772901,1.5,2.5,7.5
SZ300791,0.021609042553,0.06387110261699999,0.087798192632,6.5,21.0,30.999992
SZ300792,0.004061738424,0.016585405014,0.030363381817,1.0,3.85,11.852539
SZ300793,0.007371007371,0.026916279001,0.033051248325999996,1.2,4.2,5.2
SZ300795,0.021981909318999997,0.059571011244,0.059571011244,4.17,12.17,12.17
SZ300796,,0.007643499678,0.013363787065999999,,1.6,2.7
SZ300797,0.008577555397,0.026993964146,0.036944434639999996,1.2,3.54,4.88
SZ300798,0.00110619469,0.00716213352,0.013307736055999999,0.1,0.5,0.9999990000000001
SZ300800,0.015414258189,0.043742363362,0.061654423261,1.6,4.92,8.92
SZ300801,0.006501950585,0.047893391262,0.078075489037,1.0,7.87,14.370000000000001
