SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
600968.SH,600968,海油发展,10114912,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-10 00:00:00,2025-10-22 00:00:00,CNY,,13841913552.73,10904749326.49,,3663630.14,,,,,,,,,0.0,,,,,,,1727614603.21,1734964061.95,,2570537784.86,782599780.32,,1059197260.28,0,,0,,179700367.49,,93678316.4,38559215.71,,,,,,14280767.59,4171030.22,0.0,,,,,131176188.9,10560842319.83,,,,,,,,,,,,2293989208.22,,,,,1014116837.23,11226227.8,929451579.27,,0,,,,,,4307095673.73,2018344635.78,187652061.93,850993742.15,29511408.49,100855399.8,700824997.49,6665817800.98,4486277.42,0,,750084103.44,0,,13841913552.73,11041314931.23,,136565604.74,,160078021.57,,352744912.93,294653602.48,199750196.93,,,18265998.93,,,,,0.0,,,,,27256337.57,,,,52864916.94,,,,,,,,10165104199,,,,,38150238.29,989840330.09,,2016829000.11,920825415.62,49502533022.56,27192388841.38,18157069720.73,27863643704.28,49502533022.56,21638889318.28,22310144181.18,3481819597.55,573489305.91,138636237.45,27162818706.79,,5220692953.44,,,,13055042644.61,,1150629766.47,,9.001881901,7.2624026727,,-27.7317186122,,,,,,,,,,,,,,,,0.0571507987,90.179632216,,14.1838363305,90.7783465326,,3.0234956473,,,,,,15.4593607123,-17.3930678656,1.3752557991,,,,,,-35.4075283852,21.4019010416,,,,,,-29.9662126821,,0.0256268448,,,,,,,,,,,-2.5720730065,,,,,35.419417375,9.5180130833,-1.9259370778,,,,,,,,48.9119488345,33.9559815894,-16.3767447637,-3.614672086,-22.8860312306,18.3929064498,3.5155090837,-18.8994941594,119.6326277609,,,-3.477682603,,,8.7848300718,7.3152149077,,11.7070072511,,10.1748324287,,-3.4784628458,29.3559727264,5.3295156454,,,,,,,,,,,,,2112.9524468991,,,,-42.1781464082,,,,,,,,0.0,,,,,-32.5258902555,-0.3336862053,,11.600215962,9.8147483757,10.2368999686,9.6967253386,9.2673972121,10.1130760217,10.2368999686,10.3967545167,10.9025208267,16.6860071755,-1.8165682958,109.9048863958,10.294446575,103.2633592658,,,,,21.7050179913,,1.6162566279,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-16 00:00:00,2025-04-10 00:00:00,CNY,,12698784013.02,10166422767.69,,5069485.63,,,,,,,,,0.0,,,,,,,1726627821.62,912276483.94,,2251227378.12,410214154.04,,1028112328.77,0,,0,,155639496.34,,113402488.12,38036121.74,,,4640150.95,,,22109027.93,3435720.68,0.0,,,,,187304148.36,10558136602.55,,,,,,,,,,,,2354549951.96,,,,,748871068.04,10250576.58,947703757.32,,0,,,,,,2892377480.41,1506722291.78,224401766.47,882907970.09,38269860.78,85187029.21,677024151.93,8219206195.93,2042627.94,0,,777109505.52,0,,12724121133.06,10288676159.04,25337120.04,122253391.35,,145294545.08,,365457206.06,227785077.31,189643136.31,,,,,25000000.0,,,0.0,,,,,1231672.99,,,,91427226.31,,,,,,,,10165104199,,,57017543.33,,56540558.2,993154349.15,,1807190947.37,838526180.9,44905592443.77,24788696980.19,16617097308.07,25304572999.85,44905592443.77,19601019443.92,20116895463.58,2983922135.85,584099879.13,66047170.14,24627548847.92,,2568437800.25,,,,10726790776.65,,1132328433.12,,13.0850001611,-17.7966708188,,168.3984398655,,,,,,,,,,,,,,,,0.0636010581,-54.9264289265,,-6.0694667829,-21.8622259408,,,,,,,,-3.8660491645,-71.2095088555,-87.2901327789,,,70.4633397358,,,63.2589627313,524.9899026637,,,,,,108.281460928,,23.1481998101,,,,,,,,,,,0.29614808,,,,,-12.4544731017,-3.4557530167,21.4172417562,,,,,,,,29.0034006259,29.7595772372,-14.0945976243,49.0792195358,-13.7692899884,-5.8147664863,-4.8883040663,119.8420552413,4.1582004867,,,219.0613330236,,,12.7587822715,-17.6040054115,-53.8969382092,2.3431156079,,48.1158387355,,35.2680243312,87.5177284169,5.5700203974,,,,,-1.852413251,,,,,,,,,,,,106.0011173287,,,,,,,,0.0,,,-0.8781111366,,157.5834971806,-3.0567821696,,16.3617493802,-9.922186341,10.4121703267,6.3320307831,11.8884190146,9.8318225743,10.4121703267,11.1705210605,15.8918681666,7.3353219281,-11.8102175408,-62.0510880143,10.3011116914,-21.0780062519,,,,,22.3988302406,,19.4867108299,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-11 00:00:00,2024-04-16 00:00:00,CNY,,11229415037.3,12367410017.27,,1888791.02,,,,,,,,,0.0,,,,,,,1725530366.05,2023972057.71,,2396693919.45,524988277.41,,,0,,0,,161898574.84,,393888688.98,299264509.05,,,2722081.45,,,13542305.77,549724.19,0.0,,,,,89928382.26,8573520862.53,,,,,,,,,,,,2347597586.78,,,,,855407574.29,10617490.84,780534744.17,,0,,,,,,2242093980.76,1161164612.17,261219620.96,592240805.15,44380778.93,90446268.52,711820081.94,3738686934.54,1961082.21,0,,243561166.8,0,,11284372602.06,12486864453.09,54957564.76,119454435.82,,98095211.37,,270172650.09,121473889.02,179637301.95,,,,,25471843.81,,,0.0,,,,,,,,,44381907.97,,,,,,,,10165104199,,,57522656.18,,21950380.68,1024470170.66,,1553079905.55,930890911.8,40670871979.89,23312539784.69,14851489952.59,23039381853.78,40670871979.89,17631490126.11,17358332195.2,2780000173.52,662321487.64,174042328.71,22327561771.84,,3254400552.08,,,,8763801709.19,,947660560.12,,16.2778391589,13.130657057,,-52.5717779383,,,,,,,,,,,,,,,,-0.6831130714,108.8038969689,,21.7060538167,22.1670105423,,,,,,,,-18.7112611016,27.6092542035,21.4691150674,,,84.9619438258,,,577.1152885,,,,,,,357.9927997276,,-3.2029108579,,,,,,,,,,,24.1203911125,,,,,14.0567896534,15.9851876033,11.2487355241,,,,,,,,7.3913401513,215.1344294816,13954.512301555,-10.8830320387,-15.0122472699,83.6908310284,-0.6737293839,18.6616854748,,,,92.40554741,,,15.288770707,12.1391820906,-57.8936423364,-41.2070128621,,217.4231946109,,-28.1611098812,169.2291333757,13.2292237201,,,,,-0.7484003814,,,,,,,,,,,,-18.1072203109,,,,,,,,0.0,,,-28.1778786693,,4.3515218588,3.5341239721,,11.8158617631,1.3238866236,14.0070281945,19.2550164332,13.6790916341,9.6213999663,14.0070281945,20.2958443472,7.6450544407,74.5819798712,-2.9908848443,4.650637339,9.9848372108,68.86975096,,,,,23.9291672528,,10.0875017248,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-19 00:00:00,2023-04-11 00:00:00,CNY,,9657399138.59,10931970465.83,,3982420.04,,,,,,,,,0.0,,,,,,,1737398764.11,969317185.69,,1969247908.62,429729986.09,,,0,,0,,199164825.33,,308667808.96,246370864.63,,,1471698.12,,,2000000.0,,0.0,,,,,19635326.65,8857209383.58,,,,,,,,,,,,1891387519.6,,,,,749983913.18,9154178.27,701612239.0,,0,,,,,,2087779124.09,368466439.57,1858617.47,664565703.59,52220205.27,49238314.19,716648352.47,3150711132.73,,0,,126587393.18,0,,9787919962.07,11135148500.55,130520823.48,203178034.72,,-83539893.2,,376081325.37,45119147.21,158649239.17,,,264280000.0,,25663912.63,,,0.0,,,,,,,,,54195141.67,,,,,,,,10165104199,,,80090444.44,,21035036.47,989500013.48,,1388962067.69,918727994.77,35674004159.2,19548477273.28,13064398860.96,21017230085.42,35674004159.2,14656774073.78,16125526885.92,1592375212.82,682741499.68,166307949.13,20300581732.95,,1927166075.38,,,,7071621558.88,,860824839.58,,18.5192518151,22.2193147712,,-76.8648107673,,,,,,,,,,,,,,,,0.0741429808,128.2044828391,,8.4124998302,33.7904899229,,,,,,,,2.9743170902,248.0069023052,277.235789366,,,,,,83.3343821588,,,,,,,-62.8812488598,,-12.6222782169,,,,,,,,,,,0.47008951,,,,,26.7604156123,1491.388663661,,,,,,,,,0.3584236287,13.4548939063,-94.7261646537,18.2997384476,4.6464938523,-19.570186108,6.4814256547,-6.4995734996,,,,148.4230625063,,,17.6311681522,21.1178170287,-24.3251223069,-18.4345020891,,-55.3772224834,,-71.8766618779,85.8059765667,1.5688261487,,,,,74.1772790607,,,,,,,,,,,,-56.1960452457,,,,,,,,0.0,,,-90.540171497,,16.5631096066,16.0116695628,,3.664491777,39.2520596889,9.5099525465,13.6896762318,11.5945268113,4.1780961335,9.5099525465,18.1834828157,4.837527611,129.222187978,11.3422386583,-2.3272639832,4.0986038917,257.5640999351,,,,,12.3203131652,,,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-20 00:00:00,2022-04-19 00:00:00,CNY,,8148380107.61,8944552247.16,,17213691.23,,,,,,,,,0.0,,,,,,,1736111559.25,424758170.23,,1816439904.72,321196212.33,,,0,,0,,193412135.14,,88695887.04,65309515.05,,,,,,1090902.85,1637420.03,0.0,,,,,52898672.63,10136690683.66,,,,,,,,,,,,1882537906.38,,,,,591654665.66,575232.09,,,0,,,,,,2080322755.78,324769101.52,35242235.45,561764305.07,49901533.58,61218983.12,673026631.7,3369729155.96,,0,,50956377.36,0,,8320855871.64,9193650260.32,172475764.03,249098013.16,,-53765855.68,,1337257062.93,24282936.45,156198752.3,,,,,14734363.04,,,0.0,,,,,,,,,123722029.15,,,,,,,,10165104199,,,846637382.64,,18046049.51,852931448.37,,1339862901.83,659758998.77,32576038368.8,17194593142.67,11707024738.81,20174327296.67,32576038368.8,12401711072.13,15381445226.13,694686333.32,613191820.02,170270595.37,19501300664.97,,538970795.93,,,,6295941811.06,,,,31.3629983473,-12.670031828,,-92.0938314435,,,,,,,,,,,,,,,,2.5972384765,128.4926874084,,,,,,,,,,,-17.7299890566,13.595921833,-7.1727054819,,,,,,-19.1923814815,,,,,,,-3.6784903437,,-7.5017694698,,,,,,,,,,,-1.2995117844,,,,,10.7724284656,-35.1861616744,,,,,,,,,5.5590604258,24.9399309601,-63.3439181388,19.6337282987,-6.5771796686,-17.3081318505,31.4315404338,110.2237407802,,,,-50.8766305808,,,33.8461342115,-10.5466865447,1151.3595294845,604.7072498823,,-153.7200676865,,272.2150709527,-51.3485876516,-26.9238433538,,,,,,,,,,,,,,,,,-31.2527928574,,,,,,,,0.0,,,-39.52590124,,-45.2602948724,2.6038921814,,6.0068957313,7.3968101339,9.6799328133,24.0368785217,17.3904926202,6.2213937943,9.6799328133,15.8141591382,-2.8858232198,-5.5575879702,13.761687549,-47.7950741422,5.5228542844,2.1682650696,,,,,20.46458895,,,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-10 00:00:00,2021-04-20 00:00:00,CNY,,6202949239.99,10242248376.34,,217724819.64,,,,,,,,,0.0,,,,,,,1692162074.76,185895739.18,,,,,,0,,0,,235094335.01,,78080168.38,70355939.37,,,,,,1350000.0,,0.0,,,,,54918857.5,10958794158.07,,,,,,,,,,,,1907323803.98,5514804.39,1829.52,,,534117265.33,887514.31,,,0,,,,,,1970766647.02,259940196.08,96142941.8,469570173.11,53414715.38,74032652.17,512073912.76,1602925123.23,,0,,103731437.73,0,,6216732310.32,10277596105.94,13783070.33,35347729.6,,100085234.43,,359269993.96,49912089.45,213747902.83,,,36000.0,,,,,0.0,,,,,,,,,179966625.98,,,,,,,,10165104199,,,1400000000.0,,32967019.95,831285665.91,,1263939381.1,614318989.5,29701001389.43,13862484567.17,9972719661.96,18992715663.04,29701001389.43,10708285726.39,15838516822.26,735566064.43,539014349.41,326158102.08,18480641750.28,,527532493.15,,,,5226383841.04,,,,20.7789698146,13.1320642931,,-18.8890330997,,,,,,,,,,,,,,,,1059.2648336162,23.4702328573,,,,,,,,,,,-16.0332676264,-12.5580630022,-8.8687661169,,,,,,-99.5690894957,,,,,,,,,-7.5281565491,,,,,,,,,,,4.4356874848,-53.9000620531,-98.0950330208,,,-2.267552019,-84.209733299,,,,,,,,,20.8059847559,-83.5276208504,-81.066894674,18.3769917833,73.4370353598,-13.8451736138,23.211784555,59.3867911571,,,,-58.7573722341,,,21.0473429659,11.6994913075,,-76.0770973254,,44.6950430139,,9.544713164,,,,,0.0,,,,,,,,,,,,,,11.9398055018,,,,,,,,22.4711349277,,,-61.1111111111,,-47.6382025422,19.8749788704,,4.5062948007,28.5651603709,6.9180359378,19.6386768993,-11.824461017,36.2569998198,6.9180359378,-22.6298544791,-2.184677099,-70.9292052788,-38.9605028926,-5.4386064849,36.6579121255,,,,,,28.7882803642,,,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-06-05 00:00:00,2020-04-10 00:00:00,CNY,,5135785848.74,9053355863.64,,268428337.08,,,,,,,,,0.0,,,210669597.94,,,,-176401971.12,150559154.93,,,,,,0,,0,,279985094.53,,89293731.43,77202882.45,,,,,,313290111.66,,0.0,,,,,,11850952407.89,,,,,,,,,,,,1826314213.0,11962715.43,96039.46,,,546509656.07,5620641.67,,,0,,,,,,1631348522.18,1578036746.96,507803343.11,396673514.03,30797756.24,85929779.3,415604655.52,1005682535.92,,0,,251515103.06,0,,5135785848.74,9201112722.75,,147756859.11,,69169774.13,,327966529.45,,,,,36000.0,,,883058306.43,344916767.78,0.0,,,,,1300000.0,,,,160770893.94,,,,,,,,8300000000,,,3600000000.0,,62960061.63,693460531.75,,1209438516.13,477826953.84,27779224645.22,11586959105.91,11310075080.9,13938891717.97,27779224645.22,13840332927.25,16192265539.31,2530257846.35,883058306.43,344916767.78,13523287062.45,,,,,,4058120681.68,,,,,,,-29.8028824904,,,,,,,,,,,,4.4433231782,,,,0.1258354552,-60.7747383208,,,,,,,,,,,9.5839022932,-24.5294934922,-14.0402446223,,,,,,,,,,,,,,,-3.2731815442,,,,,,,,,,,-3.9875244219,,,,,-13.1116584839,-45.7140519637,,,,,,,,,53.3694090849,-4.4818385737,123.6725889898,64.7096967456,-3.2198062466,-12.9020542018,-12.4646283161,-5.4967769955,,,,-55.0967425509,,,20.22846455,12.6955614738,,,,382.0270900332,,18.3533335889,,,,,0.0,,,41.7057084987,17.677979469,100.0,,,,,0.0,,,,-14.092645449,,,,,,,,0.0,,,-10.8654027073,,-16.827799958,-25.1934883374,,3.3656207628,0.4703341388,3.5772855255,9.1555819784,0.2772673043,5.4648669347,3.5772855255,1.7433435323,-0.0768415904,8.857319702,41.7057084987,17.677979469,6.1329537039,,,,,,20.8366187784,,,标准无保留意见,,0
600968.SH,600968,海油发展,10114912,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2019-06-05 00:00:00,2019-06-13 00:00:00,CNY,,,,,382392250.0,,,,,,,,,0.0,,,201707099.63,,,,-176624227.02,383832123.7,,,,,,0,,0,,255498379.48,,118316062.21,89812822.42,,,,,,,,0.0,,,,,,12251982022.24,,,,,,,,,,,,1902163444.91,,,,,628979269.87,10353769.02,,,0,,,,,,1063672691.91,1652080320.01,227029760.51,240831913.28,31822375.06,98658789.84,474784818.44,1064178029.01,,0,,560126630.78,0,,4271688795.13,8164574187.68,,,,14349769.04,,277107977.87,,,,,36000.0,,,623163537.86,293102217.88,-0.01,,,,,1300000.0,,,,187144505.59,,,,,,,,8300000000,,,4038835771.23,,75698444.43,927005572.56,,1170058775.06,475590091.28,26819803689.86,10615086187.9,11278802648.84,13216620968.76,26819803689.86,13603182721.1,16204717501.96,2324380072.26,623163537.86,293102217.88,12741836150.32,,,,,,3358353388.82,,,,,,,-29.5647789279,,,,,,,,,-100.0,,,-5.1593612359,,,,29.0108853632,-33.6820202377,,,,,,,,,,,9.0826980152,-30.3140104332,-12.7926267823,,,,,,,,-100.0,,,,,,,-8.3471688718,,,,,,,,,,,-3.4037902928,,,,,7.9434627874,-31.3724389748,,,,,,,,,23.6057614644,-21.5640060483,-66.4095686681,-13.575886751,3.9189337189,-9.3983929043,-1.2189695687,-33.8571478884,,,,178.1056421301,,,11.8776417893,16.0492461756,,,,-70.9925927957,,13.4518538231,,,,,0.0,,,-35.5106827602,-14.1305574362,,,,,,0.0,,,,77.1131917155,,,,,,,,0.0,,,-5.2227102327,,-21.5716319542,2.9494526193,,4.28444151,9.3425117165,-2.20728509,7.0253534536,1.3771270656,1.1217650655,-2.20728509,-5.2383025086,-7.4379190899,-28.0279575925,-35.5106827602,-14.1305574362,1.2111309411,,,,,,2.6959480175,,,标准无保留意见,,0
