SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY,USERIGHT_ASSET_AMORTIZE,USERIGHT_ASSET_AMORTIZE_YOY
600968.SH,600968,海油发展,10114912,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-10 00:00:00,2025-04-10 00:00:00,CNY,56933424622.0,,,,,,,,,,,,121027196.93,367794073.83,,0,57422245892.76,41716633797.37,,,,,,7139368564.28,2102452111.4,909205374.11,,0,51867659847.16,,0,5554586045.6,3074276259.7,231594755.92,7814680.71,,,,,0,3313685696.33,2205496379.43,6447323980.15,,,,121299.3,,0,8652941658.88,,0,-5339255962.55,,,1093774906.41,,,,0,1093774906.41,706733043.22,1268647076.5,88046676.85,,405725772.37,,,0,2381105892.09,,0,-1287330985.68,17900637.63,,0,-1054100265.0,5604718839.96,,0,4550618574.96,3755676763.24,50013690.52,1663879318.35,1663879318.35,,185793281.41,523969636.51,,,,-1308021.3,39918553.78,-52255153.19,128101071.08,-325821309.57,20247265.69,19724171.72,523093.97,,-271318739.74,-1056044285.13,609166441.71,-13296879.76,,0,5554586045.6,,,,,4550618574.96,5604718839.96,,,,,-1054100265.0,0.4615549081,,,,,,,,,,,,-22.2960035172,-26.3263711265,,,0.1664457175,4.1912327919,,,,,,4.007150003,5.0884948035,34.0244019122,,,4.6101352779,,,-28.2812744011,-58.7641048787,-11.8133975606,146.1518774157,,,,,,-57.0829137635,-0.7593699424,-40.6487053529,,,,,,,-33.8731114112,,,0.4655001269,,,11.317709438,,,,,11.317709438,328.3502604509,23.1638261508,-19.7409355161,,30.3093748175,,,,58.0666339946,,,-145.7567206167,56.8218671063,,,-156.4195617732,50.0033914368,,,-18.8073709868,18.5396439552,65.4036403706,14.3189880749,14.3189880749,,30.441720633,17.1927409428,,,,-58.5400344157,121.8037726035,-272.2606636084,47.3719355608,14.0920612378,5.1379256395,-92.967863781,100.2002439227,,-363.5217035825,-148.7859411836,212.3677759651,-146.0239261245,,,-28.2812744011,,,,,-18.8073709868,50.0033914368,,,,,-156.4195617732,标准无保留意见,,,,302320258.92,15.3169075987
600968.SH,600968,海油发展,10114912,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-16 00:00:00,2025-04-10 00:00:00,CNY,56671852903.42,,,,,,,,,,,,155754147.03,499220792.37,,0,57326827842.82,40038525967.61,,,,,,6864305544.45,2000649181.75,678387936.18,,0,49581868629.99,,0,7744959212.83,7455340185.19,262618980.11,3174739.43,,,,,0,7721133904.73,2222372407.5,10862987940.68,,,,,,0,13085360348.18,,0,-5364226443.45,,,982570439.09,,,,0,982570439.09,164989521.07,1030048445.35,109703093.87,,311355781.53,,,0,1506393747.95,,0,-523823308.86,11414631.11,,0,1868324091.63,3736394748.33,,0,5604718839.96,3168287534.81,30237357.78,1455470649.6,1455470649.6,,142433939.47,447100760.93,,,,-825041.64,17997238.42,-14037248.17,86923653.81,-379267986.48,19257813.55,280486200.86,-261228387.31,,102958783.3,2164648789.2,195015775.82,28891233.06,,0,7744959212.83,,,,,5604718839.96,3736394748.33,,,,,1868324091.63,8.4053150491,,,,,,,,,,,,-56.6579378832,31.5327914472,,,8.1298671526,-0.38225444,,,,,,2.4253334502,1.2414635357,-7.1967312967,,,-0.0386508053,,,126.7521787713,-17.2146905338,-33.0988257923,-19.4722110351,,,,,,-18.1140811181,-2.210365593,5.8163908795,,,,,,,4.3615386387,,,-72.5189888308,,,-39.7230720187,,,,,-39.7230720187,-69.6409491563,56.8077277617,44.1840858562,,51.8974674829,,,,7.1918712091,,,-333.0494746762,-79.9544879749,,,217.7618043127,18.6748161896,,,50.0033914368,26.8699752701,-74.5038869246,-0.8720909639,-0.8720909639,,9.2831939706,24.1397056628,,,,63.1186861735,-9.0147634348,-101.5549591831,152.385168414,-5.5141700266,159.5714826603,429.1284962021,-593.874812701,,197.6619311224,216.3628900665,-78.1636729642,2619.6178219897,,,126.7521787713,,,,,50.0033914368,18.6748161896,,,,,217.7618043127,标准无保留意见,,,,262164729.54,33.0856021253
600968.SH,600968,海油发展,10114912,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-11 00:00:00,2024-04-16 00:00:00,CNY,52277743833.62,,,,,,,,,,,,359360259.81,379540939.47,,0,53016645032.9,40192162292.51,,,,,,6701765386.77,1976116417.01,730995735.02,,0,49601039831.31,,0,3415605201.59,9005631836.45,392547639.44,3942414.75,27013191.63,,,,0,9429135082.27,2272605292.96,10265884000.0,,,,,,0,12538489292.96,,0,-3109354210.69,,,1630093755.6,,,,0,1630093755.6,543460735.71,656886277.26,76085438.43,,204977598.83,,,0,1405324611.8,,0,224769143.8,56943574.68,,0,587963709.38,3148431038.95,,0,3736394748.33,2497271342.62,118595951.04,1468275346.22,1468275346.22,,130334715.06,360159353.16,,,,-2237018.03,19780394.16,-6964476.7,34440872.4,-359447443.3,-32327235.6,-85220880.02,52893644.42,,-105423661.11,-1860256983.96,893079571.03,1062326.95,,0,3415605201.59,,,,,3736394748.33,3148431038.95,,,,,587963709.38,23.8751535271,,,,,,,,,,,,550.0299759453,-56.6842409416,,,22.9130253354,25.8073572515,,,,,,13.6840687839,28.4467344913,-34.6740977176,,,22.4719005508,,,29.696898303,-16.9725977414,47.5628659892,-94.0526586767,,,,,,-15.6522922301,57.5632455098,-8.6665190636,,,,,,,-1.1343038097,,,-106.8134444257,,,382.3308373561,,,,,347.146482099,-47.7104466672,20.2782956813,-12.5151612516,,92.9282236019,,,,-16.9289312443,,,116.9361139718,684.5192052711,,,384.2732439396,-6.1643623602,,,18.6748161896,80.7660115492,-83.9737401995,0.3690000114,0.3690000114,,38.6218074608,-5.4166785795,,,,27.0886385468,32.6249718612,17.7289215184,-42.2428665212,-21.383129669,16.1445404727,57.3131415662,-67.1653263355,,27.2103943248,6.4046773661,2.7051990028,-55.0741160167,,,29.696898303,,,,,18.6748161896,-6.1643623602,,,,,384.2732439396,标准无保留意见,,,,196989550.6,103.3793645163
600968.SH,600968,海油发展,10114912,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-19 00:00:00,2023-04-11 00:00:00,CNY,42201960881.66,,,,,,,,,,,,55283644.31,876219066.04,,0,43133463592.01,31947386202.68,,,,,,5895078755.06,1538471511.04,1118998298.5,,0,40499934767.28,,0,2633528824.73,10846577866.43,266020612.17,66288691.63,,,,,0,11178887170.23,1442344809.29,11240000813.23,,,,,,0,12682345622.52,,0,-1503458452.29,26593000.0,26593000.0,337961753.5,,,,0,364554753.5,1039329466.54,546138664.12,86969856.17,,106245522.3,,,0,1691713652.96,,0,-1327158899.46,-9741951.02,,0,-206830478.04,3355261516.99,,0,3148431038.95,1381493855.63,740010161.55,1462877328.71,1462877328.71,,94021797.47,380785267.16,,,,-3068133.67,14914532.22,-8465279.45,59630508.52,-296126359.8,-38551140.0,-199641958.08,161090818.08,,-144833400.5,-1987553364.43,869556341.55,2364621.14,,0,2633528824.73,,,,,3148431038.95,3355261516.99,,,,,-206830478.04,22.2026792427,,,,,,,,,,,,52.0909683195,29.7711725018,,,22.3784918323,36.3768020673,,,,,,12.6318686353,26.9810163558,-9.1578107469,,,30.2117360676,,,-36.4314036782,455.9006355359,29.4217737414,645.730141896,,,,,,416.2011862277,160.233605741,272.6576066128,,,,,,,255.2056151699,,,-7.0216506914,-77.0212028722,-77.0212028722,-76.0465204507,,,,,-76.1204073302,-43.7664743749,9.4252851698,118.4014929727,,-13.5301074303,,,,-31.5152641884,,,-40.6532064106,72.5284602184,,,-111.758633726,110.1906210318,,,-6.1643623602,-13.7785743056,781.5141001882,1.5342209404,1.5342209404,,20.9004403953,23.5037608875,,,,-343.1518018247,144.8827705193,-222.9944283946,-49.2313456899,3.490751664,-146.1421789421,-1780.6259328655,3292.1774283142,,-136.452417719,-94.5098298885,-55.4243510507,115.847636382,,,-36.4314036782,,,,,-6.1643623602,110.1906210318,,,,,-111.758633726,标准无保留意见,,,,96858179.82,
600968.SH,600968,海油发展,10114912,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-20 00:00:00,2022-04-19 00:00:00,CNY,34534399035.44,,,,,,,,,,,,36349064.59,675203166.58,,0,35245951266.61,23425821487.52,,,,,,5233934965.73,1211575993.95,1231804635.82,,0,31103137083.02,,0,4142814183.59,1951172057.21,205545484.72,8889099.14,,,,,0,2165606641.07,554250019.01,3016173724.56,,,,,,0,3570423743.57,,0,-1404817102.5,115728425.0,115728425.0,1410908810.99,,,,0,1526637235.99,1848238137.28,499097318.57,39821090.5,,122869959.87,,,0,2470205415.72,,0,-943568179.73,-35461976.64,,0,1758966924.72,1596294592.27,,0,3355261516.99,1602262830.27,83947626.18,1440772692.36,1440772692.36,,77767952.84,308318762.46,,,,-692343.72,-33229972.32,-2620874.76,117455365.58,-306837287.52,-15662142.98,-10615718.66,-5046424.32,,-61252662.12,-1021826694.09,1950742977.49,-14920970.44,,0,4142814183.59,,,,,3355261516.99,1596294592.27,,,,,1758966924.72,-0.9577791711,,,,,,,,,,,,49.6843375459,19.3234647631,,,-0.5994414858,-4.8972618126,,,,,,1.44942903,-3.6148482775,-16.7104654232,,,-4.3781727497,,,41.3317831878,,25.1633194071,-63.7294237518,,,,,,457.0985174112,-48.3772341284,1703.4003444152,,,,,,,81.7098767768,,,10.8716960982,-96.9673666485,91.1179131496,-78.9623196985,,,,,-85.4919395675,-82.1017779352,-9.9563689692,18.0650594803,,-69.9932239698,,,,-78.1206767783,,,-22.9479887111,-1264.5576679357,,,197.783429757,58.7392564676,,,110.1906210318,22.9894213613,54.7672527786,-5.0774302763,-5.0774302763,,19.3614099791,44.9130400248,,,,95.094765262,-489.7640700991,25.8066569782,-43.3738268286,-5.0039490997,-458.6788657498,-194.6685599632,26.2966807079,,-681.069919406,7.5189198481,96.0389655496,50.2518930918,,,41.3317831878,,,,,110.1906210318,58.7392564676,,,,,197.783429757,标准无保留意见,,,,,
600968.SH,600968,海油发展,10114912,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-04-10 00:00:00,2021-04-20 00:00:00,CNY,34868360933.75,,,,,,,,,,,,24283812.98,565859504.6,,0,35458504251.33,24632120939.94,,,,,,5159156651.52,1257015185.74,1478942873.29,,0,32527235650.49,,0,2931268600.84,,164221822.89,24507741.7,,,200000000.0,,0,388729564.59,1073654248.57,167249259.65,,,,724000000.0,,0,1964903508.22,,0,-1576173943.63,3816103418.6,60553416.0,6706579769.12,,,,0,10522683187.72,10326378400.0,554283865.34,33728090.83,,409474045.95,,,0,11290136311.29,,0,-767453123.57,3045102.67,,0,590686636.31,1005607955.96,,0,1596294592.27,1302764752.07,54241207.15,1517839957.93,1517839957.93,,65153346.34,212761227.29,,,,-14114385.08,8525663.31,-3532493.15,207422396.75,-292214997.77,4366619.97,11213563.05,-6846943.08,,10541358.29,-1104903502.87,995079203.78,-29993041.68,,0,2931268600.84,,,,,1596294592.27,1005607955.96,,,,,590686636.31,12.8181826412,,,,,,,,,,,,-27.8008046773,-2.5489626598,,,12.4917559471,9.4335221005,,,,,,4.9836232571,-8.718855918,32.6155370315,,,8.7311265572,,,82.555439421,,84.4720804358,-48.0351109939,,,,,,73.8836950618,57.9244290761,-57.7164070838,,,,10904.0747161535,,,81.6035287967,,,-83.6140021033,635917.2364333333,9992.236,-11.7293550977,,,,,37.1829671839,26.6835207284,80.7954360393,-3.2161305687,,1579.3302899684,,,,33.1025619193,,,5.4554254009,-70.411756854,,,1190.3207384356,-5.1119399099,,,58.7392564676,15.9663573156,806.0319939296,-3.3034478431,-3.3034478431,,6.2679632035,52.2230310004,,,,-230.3858745554,-6.2769074554,,-11.723047162,-41.5568123921,-73.1062012735,-61.1267421316,45.7020168511,,-86.7580834657,3.8833221407,501.6848653024,-135.4540772632,,,82.555439421,,,,,58.7392564676,-5.1119399099,,,,,1190.3207384356,标准无保留意见,,,,,
600968.SH,600968,海油发展,10114912,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-06-05 00:00:00,2020-04-10 00:00:00,CNY,30906685533.71,,,,,,,,,,,,33634464.86,580660319.32,,0,31520980317.89,22508752772.6,,,,,,4914248995.66,1377080883.88,1115210861.71,,0,29915293513.85,,0,1605686804.04,,89022589.49,47162116.9,87372519.29,,,,0,223557225.68,679853177.15,395541741.17,,,,6579380.99,,0,1081974299.31,,0,-858417073.63,600000.0,600000.0,7597746426.96,,72200000.0,,0,7670546426.96,8151319398.63,306580673.43,34848876.19,,24383175.15,,,0,8482283247.21,,0,-811736820.25,10291596.75,,0,-54175493.09,1059783449.05,,0,1005607955.96,1123398873.8,-7682542.38,1569693979.85,1569693979.85,,61310431.08,139769406.7,,,,-4272090.96,9096651.72,,234967780.47,-206429484.27,16236531.01,28846470.98,-12609939.97,,79605986.51,-1149543999.52,-247726337.17,-12738382.8,,0,1605686804.04,,,105570667.72,,1005607955.96,1059783449.05,,,,,-54175493.09,26.3007896214,,,,,,,,,,,,-26.8555545577,-14.1323883217,,,25.1184591747,35.5296218516,,,,,,25.8420367656,7.3778695848,-12.5378255428,,,29.6683065032,,,-24.3414578787,,-15.5081420068,19734.4415337105,2209.7900577696,,,,,104.3805801981,41.4960646147,95.1602352928,,,,-40.708620918,,,55.8486011686,,,-46.7720256362,-99.3078146337,-99.3078146337,-19.4039190505,,,,,-19.373039979,-19.8457531491,-77.9537461941,-52.9475767826,,34.3906200812,,,,-26.7398835939,,,60.6847147691,156.4562244474,,,90.0686121109,-33.9814433228,,,-5.1119399099,-9.273647727,59.3297943679,-6.4326789176,-6.4326789176,,-30.5573523197,2.7687818857,,,,-560.8625564621,79.6177536522,,-12.4602091283,-58.482011582,-57.5999818167,-43.9531693837,4.2876124122,,303.7536911873,-27.7190128706,-11.8629869568,38.8188667735,,,-24.3414578787,,,,,-5.1119399099,-33.9814433228,,,,,90.0686121109,标准无保留意见,,,,,
600968.SH,600968,海油发展,10114912,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2019-06-05 00:00:00,2019-06-13 00:00:00,CNY,24470698581.02,,,,,,,,,,,,45983621.39,676227401.66,,0,25192909604.07,16607994964.56,,,,,,3905093339.21,1282462475.0,1275077904.97,,0,23070628683.74,,0,2122280920.33,,105362329.11,237778.9,3782703.93,,,,0,109382811.94,480474972.22,202675376.25,,,,11096690.77,,0,694247039.24,,0,-584864227.3,86681982.78,86681982.78,9426942771.23,,,,0,9513624754.01,10169541501.39,1390624802.42,74063935.09,,18143509.67,,,0,11578309813.48,,0,-2064685059.47,-18229339.37,,0,-545497705.81,1605281154.86,,0,1059783449.05,1238227753.74,-18889853.79,1677609192.71,1677609192.71,,88289305.1,136003759.25,,,,926977.23,5064450.22,,268412544.89,-130254205.01,38293688.79,51468514.21,-13174825.42,,-39069715.03,-900057065.65,-221455142.5,-20820769.62,,0,2122280920.33,,,,,1059783449.05,1605281154.86,,,,,-545497705.81,14.4493788352,,,,,,,,,,,,-39.9030171203,61.0534412963,,,15.1537142374,26.5172955019,,,,,,-1.6600156861,-12.33076498,20.2785048978,,,17.5812228078,,,-5.9531458857,,38.8808807196,-78.5849714402,,,,,,5.3280206274,-37.241159756,55.4984548566,,,,,,,-22.5108851872,,,26.1608521995,5796.733522449,5796.733522449,-9.5859459505,,,,,-8.7674394961,5.8591665472,-25.7108706748,138.3496244648,,-78.6973662726,,,,0.1259107946,,,-81.7717732981,-302.0496980023,,,-261.5343936901,26.6410484626,,,-33.9814433228,88.3712687333,-126.0575614271,4.7318322983,4.7318322983,,-7.1645115849,-19.2582842836,,,,-83.9546450753,5035.2837564952,,7.1542018192,-14.4765507476,24.5120058489,15.6882598462,4.071126301,,-122.5226726399,-159.302443967,89.9491913355,-8705.5419212034,,,-5.9531458857,,,,,-33.9814433228,26.6410484626,,,,,-261.5343936901,标准无保留意见,,,,,
600968.SH,600968,海油发展,10114912,通用,2016-12-31 00:00:00,年报,2016年报,058001001,2018-01-05 00:00:00,2019-06-13 00:00:00,CNY,21381241934.27,,,,,,,,,,,,76515690.45,419877648.2,,0,21877635272.92,13127054999.61,,,,,,3971012774.16,1462842095.87,1060104551.56,,0,19621014421.2,,0,2256620851.72,7038995.73,75865251.26,1110336.6,,,19835096.0,,0,103849679.59,765589310.37,130339157.67,,,,,,0,895928468.04,,0,-792078788.45,1470000.0,1470000.0,10426413095.1,,,,0,10427883095.1,9606670667.35,1871908871.53,31073652.94,,85170265.34,,,0,11563749804.22,,0,-1135866709.12,9022205.7,,0,337697559.85,1267583595.01,,0,1605281154.86,657333659.25,72492791.94,1601814038.67,1601814038.67,,95102968.28,168442988.91,,,,5777231.07,98620.65,,250491852.24,-113782433.31,30755017.18,44488969.13,-13733951.95,,173468378.53,1517740257.3,-2203356465.05,241946.06,,0,2256620851.72,,,243443849.16,,1605281154.86,1267583595.01,,,,,337697559.85,-24.4088576548,,,,,,,,,,,,-26.7685216592,-35.3005865786,,,-24.660758912,-33.6496322548,,,,,,3.9741911846,-13.4344784273,18.5579000993,,-100.0,-25.0754915278,,-100.0,-20.8514166655,-87.8241239038,-10.7329005681,-53.6025824245,,,,,-100.0,-28.4737486552,-59.6850890529,24.9428749029,,,,,,,-55.2782998507,,,57.3727368587,-99.9361141774,50.0,83.3826463801,,,,,18.1373778993,166.2652106091,-63.2012559455,-54.7725532965,,-96.2654325426,,,100.0,5.3605460883,,,47.1319925041,162.2810459606,,,129.3118233614,-47.6133711364,,,26.641047964,-63.056585373,-62.4776761693,6.7982040797,6.7982040797,,-9.9232256519,-23.8805804432,,,,103.5167063165,,,18.769260207,-23.0687055565,-61.9894067483,-52.7683854779,-3.4066329104,,-45.8889880925,96.1395327436,-6.0547087844,,,,-20.8514166655,,,,,,,,,,,129.3118233614,标准无保留意见,,,,,
